latitude,longitude,altitude,geometry,coordinates,@id,area,public_transport,railway,ref,name,train,amenity,barrier,surface,departures_board,subway,lit,shelter,layer,level,tactile_paving,to,network,operator
28.6229302,77.2670987,,Polygon,"77.2670987,28.6229302,77.2687973,28.6235202,77.268792,28.6235319,77.2670934,28.6229419,77.2670987,28.6229302",way/696173228,yes,,platform,4,,,,,,,yes,,,,,,,,
28.623476,77.2688172,,Polygon,"77.2688172,28.623476,77.2676631,28.6230752,77.2671185,28.622886,77.2671245,28.6228727,77.2676687,28.6230612,77.2688238,28.6234613,77.2688172,28.623476",way/696173229,yes,,platform,2,,,,,,,yes,,,,,,,,
28.6687068,77.249494,,Polygon,"77.249494,28.6687068,77.2512584,28.6681225,77.2512679,28.6681446,77.2495035,28.6687289,77.249494,28.6687068",way/696412830,yes,platform,platform,,,yes,,,,,,,,,,,,,
28.6688047,77.2495372,,Polygon,"77.2495372,28.6688047,77.2513016,28.6682205,77.2513111,28.6682425,77.2495467,28.6688268,77.2495372,28.6688047",way/696412831,yes,platform,platform,,,yes,,,,,,,,,,,,,
28.6864371,77.0596166,,Polygon,"77.0596166,28.6864371,77.0596215,28.6864946,77.0537792,28.6869992,77.0537769,28.6869426,77.0596166,28.6864371",way/729334311,yes,platform,platform,,,yes,,,,,,,,,,,,,
28.6328907,77.2278704,,Polygon,"77.2278704,28.6328907,77.2268964,28.6333939,77.2253454,28.6341171,77.2246617,28.6344495,77.2246076,28.6344779,77.2245692,28.6344321,77.2246121,28.6344033,77.2253096,28.6340541,77.2270079,28.6332468,77.2278454,28.6328566,77.2278704,28.6328907",way/770843509,yes,platform,platform,4;5,,yes,,,,,,,,,,,,,
28.6327038,77.227943,,Polygon,"77.227943,28.6327038,77.2269583,28.6331577,77.2254069,28.6338967,77.2246158,28.6342912,77.2245841,28.6342595,77.2247879,28.634136,77.2253544,28.6338389,77.2269409,28.6330694,77.2273207,28.6329022,77.2276967,28.6327474,77.2279228,28.6326656,77.227943,28.6327038",way/770843510,yes,platform,platform,2;3,,yes,,,,,,,,,,,,,
28.5859938,77.2547047,,Polygon,"77.2547047,28.5859938,77.2547556,28.5859949,77.2548066,28.5864978,77.2546899,28.5893629,77.2546081,28.5897291,77.2545813,28.5897291,77.2547047,28.5859938",way/807905844,yes,platform,platform,,,,,,,,,,,,,,,,
28.6302254,77.2335877,,Polygon,"77.2335877,28.6302254,77.2355698,28.6293037,77.2357857,28.6291931,77.2360419,28.6290471,77.2382104,28.6277923,77.2384854,28.6276204,77.2390071,28.6272673,77.2390486,28.6273108,77.2387911,28.6275192,77.2385082,28.6277205,77.2382399,28.6278853,77.2360902,28.6291413,77.2358581,28.6292696,77.2356275,28.6293908,77.2336869,28.6302725,77.2336292,28.6303019,77.2335877,28.6302254",way/818377324,yes,platform,platform,,,,,,,,,,,,,,,,
28.6150347,77.2474802,,Polygon,"77.2474802,28.6150347,77.2475673,28.615057,77.2469947,28.6168748,77.2469531,28.6168665,77.2470617,28.6163591,77.247114,28.6161554,77.2473434,28.6154138,77.2474802,28.6150347",way/818915047,yes,platform,platform,,,,,,,,,,,,,,,,
28.5508112,77.1201982,,Polygon,"77.1201982,28.5508112,77.1202788,28.5514284,77.1196938,28.5493795,77.1229313,28.5487104,77.1234801,28.5505667,77.1204022,28.5514001,77.1201982,28.5508112",way/860176412,yes,platform,platform,aerocity,,,,,,,yes,,,,,,,,
28.5603563,77.2647544,,LineString,"77.2647544,28.5603563,77.2668398,28.5581163",way/77340556,,,platform,,,,,,,,,,,,,,,,
28.6680448,77.1699645,,LineString,"77.1699645,28.6680448,77.1705089,28.6678284,77.1712645,28.6675493,77.1718543,28.6673445,77.1724881,28.6671316,77.1728123,28.6670286,77.1733508,28.6668665",way/77882516,,,platform,,,,,,,,,,,,,,,,
28.6733759,77.3221889,,LineString,"77.3221889,28.6733759,77.3164522,28.6732868",way/277860264,,,platform,,,,,,,,,,,,,,,,
28.6734118,77.3164496,,LineString,"77.3164496,28.6734118,77.3221783,28.6734997",way/277860266,,,platform,,,,,,,,,,,,,,,,
28.8435483,77.0863339,,LineString,"77.0863339,28.8435483,77.0845589,28.848291",way/296533073,,,platform,,,,,,,,,,,,,,,,
28.7995471,77.1031254,,LineString,"77.1031254,28.7995471,77.1017909,28.8030966",way/296533077,,,platform,,,,,,,,,,,,,,,,
28.8493551,77.0843969,,LineString,"77.0843969,28.8493551,77.0861297,28.8447691",way/296533083,,,platform,,,,,,,,,,,,,,,,
28.8030224,77.1015719,,LineString,"77.1015719,28.8030224,77.1029065,28.7994544",way/296533086,,,platform,,,,,,,,,,,,,,,,
28.77113,77.1143952,,LineString,"77.1143952,28.77113,77.1149202,28.7705396,77.1157013,28.7697064,77.1171494,28.7681617",way/296533099,,,platform,,,,,,,,,,,,,,,,
28.7680978,77.1170478,,LineString,"77.1170478,28.7680978,77.1150361,28.77026,77.1142707,28.7710752",way/296533101,,,platform,,,,,,,,,,,,,,,,
28.6634661,77.1836196,,LineString,"77.1836196,28.6634661,77.1851496,28.6630065,77.1893844,28.6617345,77.1896376,28.6616672,77.1899406,28.6615965",way/387410454,,platform,platform,1,,yes,,,,,,yes,yes,,,,,,
28.6668237,77.1702287,,LineString,"77.1702287,28.6668237,77.1705333,28.6668748,77.1708287,28.6669097,77.1710587,28.6669196,77.1713915,28.6669371,77.1717082,28.666928,77.1720656,28.6669046,77.1723148,28.6668787,77.1725701,28.6668383,77.1727797,28.6667937,77.1727801,28.666812,77.1717642,28.667133,77.1711276,28.6673509,77.1703894,28.6676209,77.1698628,28.6678194",way/387414684,,,platform,,,,,,,,,,,,,,,,
28.6667663,77.1723308,,LineString,"77.1723308,28.6667663,77.1720607,28.6667929,77.1717225,28.666814,77.1713706,28.6668181,77.1710985,28.6668073,77.1708336,28.6667811,77.1705352,28.6667413,77.1702213,28.6666866",way/387414685,,,platform,,,,,,,,,,,,,,,,
28.6334293,77.2183663,,LineString,"77.2183663,28.6334293,77.2192085,28.6329774,77.219537,28.6328011,77.2203698,28.6323542",way/582355777,,platform,platform,4,,,,,,,yes,,,-2,-1,,,,
28.6324443,77.2204478,,LineString,"77.2204478,28.6324443,77.2195852,28.6329093,77.2192682,28.6330802,77.218435,28.6335295",way/582355778,,platform,platform,3,,,,,,,yes,,,-2,-1,,,,
28.5208244,77.2015558,,LineString,"77.2015558,28.5208244,77.2020139,28.5211099,77.2022748,28.5212725,77.2024876,28.5214052,77.2029111,28.5216692",way/659848677,,platform,platform,2,,,,,,,yes,,,-2,-2,yes,,,
28.5215853,77.2029778,,LineString,"77.2029778,28.5215853,77.2025569,28.5213241,77.2023437,28.5211918,77.2020823,28.5210296,77.2016266,28.5207469",way/659848678,,platform,platform,1,,,,,,,yes,,,-2,-2,yes,,,
28.6339993,77.2196456,,LineString,"77.2196456,28.6339993,77.2195364,28.6335525,77.2193988,28.6331118,77.2192332,28.6326786,77.21904,28.6322543,77.21882,28.6318401",way/660097248,,platform,platform,2,,,,,,,yes,,,-4,-2,,,,
28.6317898,77.2189199,,LineString,"77.2189199,28.6317898,77.2191497,28.6322079,77.2193498,28.6326376,77.2195195,28.6330773,77.2196583,28.6335253,77.2197655,28.6339798",way/660097249,,platform,platform,1,,,,,,,yes,,,-4,-2,,,,
28.5695155,77.2387465,,LineString,"77.2387465,28.5695155,77.2386067,28.5695717,77.2384199,28.5696467,77.2383771,28.569664,77.238299,28.5696954,77.2382601,28.569711,77.2380784,28.569784,77.2380141,28.5698099,77.2378285,28.5698845,77.2376844,28.5699424",way/660554273,,platform,platform,,,,,,,,yes,,,-2,-2,,,,
28.5693938,77.2386805,,LineString,"77.2386805,28.5693938,77.2383601,28.5695241,77.2382398,28.569573,77.2381972,28.5695904,77.2380155,28.5696643,77.2379475,28.5696919,77.237619,28.5698255",way/660554274,,platform,platform,,,,,,,,yes,,,-2,-2,,,,
28.5754536,77.2094327,,LineString,"77.2094327,28.5754536,77.2089737,28.5744256",way/663757358,,platform,platform,1,,,,,,,yes,,,-2,-2,,,,
28.5744667,77.2088294,,LineString,"77.2088294,28.5744667,77.2092885,28.5754946",way/663757359,,platform,platform,2,,,,,,,yes,,,-2,-2,,,,
28.5615434,77.0725237,,LineString,"77.0725237,28.5615434,77.0703417,28.5589685",way/669058857,,,platform,,,,,,,,,,,,,,,,
28.5587094,77.0699246,,LineString,"77.0699246,28.5587094,77.0724177,28.5616035",way/669058858,,,platform,,,,,,,,,,,,,,,,
28.6049335,77.2891598,,LineString,"77.2891598,28.6049335,77.2894907,28.6042252,77.2895128,28.6041802,77.2899199,28.6033819",way/696179896,,,platform,1,,,,,,,yes,,,,,,,,
28.6033627,77.2898691,,LineString,"77.2898691,28.6033627,77.289462,28.604161,77.2894399,28.604206,77.289109,28.6049143",way/696179897,,,platform,2,,,,,,,yes,,,,,,Dwarka Sector 21,,
28.7453377,77.1375195,,LineString,"77.1375195,28.7453377,77.1386824,28.7440845",way/845757820,,platform,platform,,,,,,concrete:plates,,yes,,,,,,,DMRC,DMRC
28.7454029,77.1376093,,LineString,"77.1376093,28.7454029,77.1387722,28.7441496",way/845757821,,platform,platform,,,,,,concrete:plates,,yes,,,,,,,DMRC,DMRC
