latitude,longitude,altitude,geometry,coordinates,@id,barrier,leisure,type,admin_level,boundary,name,wikidata,description,access,operator,layer,name:zh,old_name,addr:city,addr:postcode,addr:street,opening_hours,name:en,name:fa,name:es,wikipedia,addr:housenumber,natural,name:hi,name:de,name:ur,tourism,historic,int_name,designation,place,is_in,landuse,source,surface,man_made,opening_hours:covid19,religion,website,note,grass,grassland,amenity,building,addr:suburb,addr:neighbourhood,playground,water,fountain,addr:block,addr:city:en,alt_name,alt_name:hi,dog,addr:place,smoking,source:boundary,residential
,,,Polygon,"77.1828042,28.6876435,77.1832393,28.6874064,77.1834638,28.6878749,77.1831489,28.6879982,77.1828042,28.6876435",way/473648306,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1861597,28.684935,77.1864166,28.6846504,77.1877369,28.6856189,77.1871015,28.6867653,77.1861597,28.684935",way/473648307,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.3177701,28.6612124,77.3181389,28.6611978,77.3181581,28.6615711,77.3177893,28.6615857,77.3177701,28.6612124",way/478295353,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.3180485,28.6609124,77.3180238,28.6604258,77.3189874,28.6603881,77.3190121,28.6608747,77.3180485,28.6609124",way/478295365,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2837689,28.5181209,77.2837398,28.5180997,77.2837201,28.5180714,77.2837117,28.5180391,77.2837156,28.5180061,77.2837314,28.5179759,77.2837574,28.5179518,77.2837908,28.5179364,77.2838281,28.5179312,77.2838653,28.5179368,77.2838991,28.517953,77.2839249,28.517978,77.28394,28.5180092,77.2839427,28.5180429,77.2839326,28.5180755,77.2839109,28.5181035,77.2838801,28.5181237,77.2838433,28.5181338,77.2838049,28.5181329,77.2837689,28.5181209",way/479138769,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2901833,28.6323078,77.290418,28.6320833,77.2906004,28.6322331,77.2903665,28.6324645,77.2901833,28.6323078",way/479651141,,park,,,,Preet Vihar A block Park 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2902474,28.6331523,77.2902209,28.6331291,77.2903562,28.6330155,77.2906916,28.6332685,77.2905239,28.6333925,77.2902474,28.6331523",way/479651142,,park,,,,Preet Vihar Park 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2911594,28.6329664,77.2912976,28.6328296,77.2916242,28.6331136,77.2915595,28.633204,77.2911594,28.6329664",way/479651143,,park,,,,Preet Vihar A block Park 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2928221,28.6356413,77.292771,28.6356002,77.293035,28.6353199,77.2934352,28.6356375,77.2931797,28.6359066,77.2928221,28.6356413",way/479651144,,park,,,,Preet Vihar B block Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2932193,28.6365984,77.2933827,28.6363893,77.2937656,28.6366967,77.2935555,28.6369058,77.2932193,28.6365984",way/479651146,,park,,,,Preet punlic school front park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2948397,28.6371394,77.2949145,28.637041,77.2950312,28.636955,77.2954095,28.6371968,77.2951713,28.6374181,77.2948397,28.6371394",way/479651147,,park,,,,Park in D Block preet vihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2955176,28.6379823,77.295709,28.6377814,77.2961994,28.6381257,77.2959892,28.6383593,77.2955176,28.6379823",way/479651148,,park,,,,Park 2 D block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2952506,28.6374492,77.2954281,28.6372792,77.2958024,28.6375851,77.2956314,28.6377409,77.2952506,28.6374492",way/479651149,,park,,,,Park 3 D block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2918703,28.6381941,77.2920933,28.6379331,77.2925327,28.6382594,77.2923434,28.6384551,77.2918703,28.6381941",way/479651150,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2929234,28.6386996,77.2931144,28.6384833,77.2935787,28.6387615,77.2932694,28.638989,77.2928098,28.6387695,77.2929234,28.6386996",way/479651151,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.289773,28.63606,77.2895511,28.6362642,77.288797,28.6356568,77.2890187,28.6354239,77.289773,28.63606",way/479651152,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2899427,28.6393788,77.2900894,28.6391556,77.2908719,28.639559,77.2904904,28.6400741,77.29006,28.6398681,77.2903339,28.6396535,77.2901774,28.6395505,77.2899427,28.6393788",way/479651154,,park,,,,Swasthya Vihar Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2882432,28.6413981,77.2885727,28.6410676,77.2891729,28.6415633,77.2890434,28.6416873,77.2893141,28.6418525,77.2890434,28.6420591,77.2881491,28.6414291,77.2882432,28.6413981",way/479651155,,park,,,,Swasth Vihar Park 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2507846,28.5532419,77.249041,28.5519104,77.2488137,28.5534177,77.2482241,28.553415,77.247183,28.5522026,77.248217,28.5517069,77.2492041,28.5515994,77.2508352,28.5514995,77.2508564,28.5517884,77.2524116,28.5518172,77.252486,28.5515847,77.2537505,28.5516944,77.2551505,28.5521855,77.2555649,28.5522847,77.2567708,28.5520944,77.2581232,28.5515673,77.2585245,28.5516344,77.2586985,28.5519023,77.2582898,28.5524014,77.2573569,28.5535407,77.2593818,28.554768,77.2575523,28.5558571,77.2568716,28.5565196,77.2556433,28.5550738,77.2556526,28.5547213,77.2550184,28.5545221,77.2538407,28.5553758,77.2532508,28.5551075,77.2527406,28.5561465,77.2524681,28.5560496,77.2525872,28.5556747,77.2521292,28.5554979,77.2521019,28.5552336,77.2516084,28.5552384,77.2516348,28.5541205,77.2506768,28.5540131,77.2507846,28.5532419",way/479658972,,park,,,,Aastha Kunj Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2325428,28.5546813,77.2325057,28.5541097,77.2340083,28.5538535,77.2348633,28.553508,77.2344917,28.5540696,77.2347707,28.5546727,77.2347492,28.5548801,77.2345328,28.5551184,77.2337846,28.5547872,77.2333713,28.554752,77.2329307,28.554712,77.2325428,28.5546813",way/479658975,,park,,,,Kailash Colony Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.3096225,28.6776061,77.3096509,28.6770087,77.309964,28.6770212,77.3099518,28.6776115,77.3096225,28.6776061",way/479980291,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.3101553,28.6796553,77.3102814,28.6795058,77.310704,28.6797372,77.3106083,28.6799462,77.3107896,28.6805833,77.3096621,28.6809183,77.3094799,28.6801153,77.3094729,28.6800231,77.3095967,28.6798244,77.3101553,28.6796553",way/480020640,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2781362,28.6814626,77.2781201,28.681265,77.2786289,28.6810502,77.2787101,28.6810626,77.2787571,28.6811838,77.2787987,28.6814085,77.2781362,28.6814626",way/480075079,,park,,,,Naveen Shahdara Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2755408,28.674686,77.2757246,28.6742659,77.2761177,28.6743117,77.2763198,28.6740586,77.2765583,28.6740702,77.276593,28.6738465,77.2759638,28.6737023,77.2761708,28.6727998,77.2762041,28.6726214,77.2781154,28.6729287,77.2780054,28.6733076,77.2783659,28.6733556,77.2784761,28.6729821,77.2793905,28.6731472,77.2793982,28.6738841,77.2794953,28.6739366,77.2799634,28.6739228,77.2799305,28.6744191,77.2798868,28.67468,77.2796827,28.6751077,77.2795429,28.6755071,77.2789669,28.6765799,77.2785573,28.6772978,77.2781494,28.6773476,77.2777598,28.6773877,77.2774406,28.6773897,77.277242,28.6773909,77.2769971,28.6774805,77.2766985,28.6774949,77.2767235,28.6771094,77.2764879,28.6770606,77.2762522,28.6770118,77.2763903,28.6766717,77.2764641,28.6763786,77.2764848,28.6761795,77.2764089,28.6760274,77.2761752,28.6758164,77.2760848,28.6758016,77.2755408,28.674686",way/480076948,,park,,,,Jheel Wala Park,,,,,,,,delhi,,"GT road, shahadara",,,,,,,,,,,,,,,,,,,,,,,,,finely_mown,steppe,,,,,,,,,,,,,,,,
,,,Polygon,"77.2074428,28.5398086,77.2074253,28.5396398,77.2076311,28.5396312,77.2076331,28.5397848,77.2074428,28.5398086",way/481996701,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2193108,28.6300376,77.219512,28.6311559,77.2194288,28.6312383,77.2191434,28.6313122,77.21882,28.631396,77.2181575,28.6303508,77.2183265,28.6302943,77.2193108,28.6300376",way/485053607,,park,,,,Palika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2178282,28.6305338,77.2179543,28.6306821,77.2178953,28.6307363,77.2180026,28.6308752,77.2179328,28.6309434,77.2182815,28.6312236,77.2182037,28.631306,77.2182708,28.6313559,77.2183271,28.6313978,77.218362,28.6313719,77.2184532,28.6314425,77.2184022,28.6314943,77.2186034,28.631645,77.2183003,28.6319628,77.2181018,28.6318169,77.2180562,28.6318663,77.2179489,28.6317792,77.2179758,28.6317556,77.2179026,28.6316955,77.2178497,28.6316521,77.2177531,28.6317486,77.2174635,28.6315391,77.2173669,28.6316309,77.2170343,28.6314755,77.2169994,28.6314308,77.2169994,28.631386,77.2178282,28.6305338",way/485053609,,park,,,,Palika Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,parking,,,,,,,,,,,,,,
,,,Polygon,"77.2043658,28.5804477,77.2041942,28.5799005,77.2095944,28.579339,77.2099213,28.5794047,77.2104163,28.5796917,77.2106124,28.579823,77.2110607,28.579782,77.2111018,28.5799292,77.2050664,28.5803909,77.2047136,28.5804195,77.2043658,28.5804477",way/485540372,,park,,,,Lake Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1911385,28.5795304,77.191155,28.5797568,77.190916,28.5797536,77.1909202,28.5801095,77.1911205,28.5801181,77.1911165,28.5804784,77.1913271,28.5806323,77.191398,28.580938,77.1906832,28.5810219,77.190637,28.5809272,77.1901515,28.5798225,77.1901273,28.5796341,77.1902373,28.5795446,77.1911385,28.5795304",way/486702889,,park,,,,Commonwealth Games Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0934374,28.7272512,77.0922425,28.7259193,77.0930487,28.7254206,77.0941716,28.726721,77.0934374,28.7272512",way/487666501,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0855855,28.7307838,77.0852837,28.7304285,77.0854946,28.7303125,77.0857716,28.7306497,77.0855855,28.7307838",way/487666503,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2209949,28.712587,77.2201353,28.7117489,77.2203669,28.7115722,77.2210633,28.7122405,77.2212384,28.7124048,77.2209949,28.712587",way/487678060,,park,,,,A Block Park,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,grass,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2201353,28.7117489,77.2193732,28.7109102,77.2195659,28.7107598,77.2203669,28.7115722,77.2201353,28.7117489",way/487680014,,park,,,,B Block Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2203212,28.7107289,77.2205809,28.7105419,77.2207969,28.7107565,77.2205447,28.7109612,77.2203212,28.7107289",way/487680015,,park,,,,"Small Park, B Block",,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.22139,28.7112922,77.2213377,28.711236,77.2211168,28.7109991,77.2209453,28.7108151,77.2208858,28.7107512,77.2213096,28.7104312,77.2213723,28.7104923,77.2215584,28.7106735,77.2217909,28.7108998,77.221846,28.7109535,77.22139,28.7112922",way/487680016,,park,,,,Central Park,,,,,,,,,110054,Nehru Vihar,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0491757,28.5946634,77.049067,28.5945327,77.0492229,28.5944597,77.0491389,28.5943747,77.0494604,28.5942059,77.0496609,28.5944118,77.0493947,28.5945803,77.0493594,28.5945487,77.0492731,28.5946018,77.0491757,28.5946634",way/494442282,,park,,,,Goldcroft Society Park,,,,,2,,,,,,,,,,,,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.270881,28.6434862,77.270895,28.6433387,77.2710211,28.6431173,77.2712149,28.6429186,77.271439,28.6428161,77.2718827,28.6428366,77.2719551,28.6429001,77.2718757,28.6433591,77.2715348,28.6433489,77.2714998,28.6435005,77.270881,28.6434862",way/500402197,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2707633,28.6429482,77.27081,28.6425069,77.2707121,28.6424916,77.2708154,28.6413252,77.2708632,28.6407486,77.2713663,28.6408945,77.2713586,28.6411812,77.2719298,28.6413252,77.2725895,28.6414386,77.2723466,28.6426869,77.2717689,28.642581,77.271498,28.6425716,77.2713229,28.6426122,77.271038,28.6427211,77.2709039,28.6428541,77.2708409,28.6429812,77.2707633,28.6429482",way/500403267,,park,,,,Bank Enclave Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2722213,28.6412413,77.2722457,28.641045,77.2723676,28.6410415,77.2723229,28.6399532,77.2728921,28.6399532,77.2726388,28.6413225,77.2722213,28.6412413",way/500403674,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2802627,28.6427595,77.2809472,28.6427979,77.2808154,28.6431343,77.2802549,28.6431069,77.2802627,28.6427595",way/500405027,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2792571,28.6430581,77.2792351,28.6422409,77.2797998,28.6422751,77.27975,28.6430822,77.2792571,28.6430581",way/500405028,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2856715,28.6176319,77.2858091,28.6174105,77.2859924,28.6174971,77.2861706,28.6175812,77.2860279,28.617796,77.2856715,28.6176319",way/503980550,,park,,,,Ramlila Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2813861,28.6185878,77.2817763,28.6180536,77.282325,28.618312,77.2818142,28.6188441,77.2813861,28.6185878",way/503980552,,park,,,,Govt Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2879353,28.6168009,77.2891477,28.6148244,77.2892475,28.6148285,77.2894973,28.6148388,77.2898803,28.6148435,77.2900166,28.6148238,77.2901246,28.6148025,77.2902055,28.6147692,77.2904003,28.6146892,77.2906961,28.6145168,77.2912347,28.6143813,77.2915593,28.6142889,77.2919004,28.6142238,77.2919786,28.6142084,77.2927539,28.6140956,77.2931284,28.6139891,77.2938079,28.6137133,77.2941509,28.6136199,77.2947123,28.6135187,77.2960119,28.6132845,77.2967408,28.6131778,77.2977446,28.6129521,77.2979904,28.612953,77.2986164,28.6131044,77.2986794,28.6131196,77.2991689,28.6133128,77.299589,28.6134552,77.299925,28.6135443,77.3002842,28.6135621,77.3006955,28.6135519,77.3011474,28.6134324,77.301682,28.6133359,77.3023293,28.6131145,77.3029275,28.6129827,77.3034448,28.6129515,77.3036182,28.6131356,77.3041887,28.613155,77.3042071,28.6129676,77.307007,28.6127719,77.3072991,28.6128028,77.3077813,28.6128254,77.3079594,28.6128423,77.3084227,28.6128734,77.3089868,28.6127474,77.3110414,28.6127771,77.3112436,28.6128646,77.3103907,28.6151062,77.3101922,28.6150732,77.3101225,28.6152003,77.3102941,28.6152474,77.3102673,28.6153557,77.3100796,28.6152992,77.3099293,28.6156995,77.3101171,28.6157654,77.3097738,28.6167026,77.309173,28.6166225,77.3088672,28.6174136,77.3090818,28.6174937,77.3090603,28.6175832,77.3081642,28.617399,77.3071063,28.6171091,77.3055208,28.6166486,77.3054123,28.617116,77.3052482,28.6170589,77.3051581,28.6172432,77.3041387,28.6169395,77.3030157,28.6166663,77.3027758,28.6173444,77.3026476,28.6177995,77.3023109,28.6178106,77.3023241,28.6175067,77.3016187,28.6161886,77.3012873,28.6162787,77.3007831,28.6154824,77.3005836,28.6155352,77.3003681,28.6151561,77.2990971,28.6157499,77.2986788,28.615082,77.2977484,28.6155287,77.2976291,28.6155209,77.2972653,28.6149502,77.2959777,28.6155671,77.295314,28.6158851,77.2946729,28.6161922,77.2944875,28.6162372,77.2943299,28.6159809,77.293862,28.6162223,77.2939477,28.6163417,77.2937319,28.6164481,77.293658,28.6163287,77.2935663,28.6163728,77.2934493,28.6162113,77.2926704,28.6165938,77.2927578,28.6166884,77.2929241,28.6166037,77.2932406,28.6169286,77.2929992,28.6178327,77.2931841,28.6179274,77.2950985,28.6184187,77.2958143,28.6186024,77.2960803,28.6186707,77.2958168,28.6192852,77.2978643,28.6198256,77.300002,28.6203899,77.2997187,28.6209275,77.299441,28.6208807,77.2978049,28.6203357,77.2958451,28.6196858,77.2879353,28.6168009",way/504043105,,park,,,,Sanjay Lake Park,,,,,,,,,,,,,پارک دریاچه سانجی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1284893,28.6686822,77.1284571,28.6685069,77.1283378,28.668501,77.1279328,28.6661805,77.1287642,28.6659228,77.1293383,28.6655782,77.1302777,28.6668614,77.1310722,28.6677809,77.1305985,28.6680141,77.1297935,28.6683692,77.1290767,28.6686622,77.1284893,28.6686822",way/504067454,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2416303,28.5540824,77.2409744,28.553564,77.2409111,28.5534845,77.24089,28.553458,77.2408819,28.5533167,77.2408967,28.5531683,77.2409812,28.5529751,77.2410884,28.5530481,77.2412601,28.552895,77.2412024,28.5528102,77.2413502,28.5527233,77.2413848,28.552703,77.2416598,28.5526287,77.2417912,28.5526429,77.241928,28.5526806,77.2422633,28.5530764,77.242502,28.5533944,77.2422418,28.5535988,77.242227,28.5535835,77.2421432,28.5536442,77.2421607,28.5536624,77.2416303,28.5540824",way/507155032,wall,park,,,,Kailash Colony Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1162615,28.6311688,77.1162609,28.6311028,77.1164781,28.6311011,77.1164788,28.631167,77.1162615,28.6311688",way/508135487,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1162349,28.6307575,77.116231,28.6303993,77.1170681,28.6303794,77.1170721,28.6307506,77.1162349,28.6307575",way/508136904,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1165534,28.6301485,77.1165453,28.6299308,77.1170502,28.6299163,77.1170567,28.6301412,77.1165534,28.6301485",way/508136905,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1158486,28.6303096,77.1159799,28.6303064,77.1159876,28.630552,77.1158563,28.6305552,77.1158486,28.6303096",way/508136907,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1129618,28.6287721,77.1129573,28.6284131,77.1133143,28.6284096,77.1133187,28.6287686,77.1129618,28.6287721",way/508136908,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1171484,28.6302741,77.1171359,28.6299252,77.1175996,28.6299124,77.117612,28.6302613,77.1171484,28.6302741",way/508138592,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1174606,28.630924,77.1187588,28.6308982,77.1187508,28.6311995,77.1182868,28.6311924,77.1174606,28.630924",way/508138982,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1162374,28.6287771,77.1162364,28.6286747,77.1167446,28.6286708,77.1167456,28.6287733,77.1162374,28.6287771",way/508139257,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1177301,28.6290656,77.1177266,28.6288716,77.1181811,28.6288652,77.1181846,28.6290593,77.1177301,28.6290656",way/508139453,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1171164,28.6287616,77.1171152,28.6286154,77.1176178,28.6286122,77.117619,28.6287584,77.1171164,28.6287616",way/508139516,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2051192,28.6695206,77.2052292,28.669636,77.2051889,28.6696713,77.2052621,28.6697701,77.2052803,28.6697962,77.2052511,28.6698127,77.205196,28.6698417,77.205172,28.6698561,77.2051487,28.6698692,77.2050768,28.6698056,77.2050146,28.6697489,77.2049283,28.6696286,77.2051192,28.6695206",way/509129562,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2055863,28.6696423,77.205711,28.6695823,77.205833,28.6697059,77.2056842,28.6697553,77.2055863,28.6696423",way/509131740,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2060007,28.6699353,77.2062598,28.6701433,77.2059988,28.6705234,77.2058652,28.6704731,77.2060342,28.6702436,77.205774,28.6700695,77.2060007,28.6699353",way/509131924,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2001875,28.670373,77.1997031,28.669599,77.2004404,28.6691322,77.2006121,28.6692499,77.2010681,28.6691793,77.2013685,28.6692876,77.2015401,28.669104,77.2019747,28.6697959,77.2001875,28.670373",way/509131926,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2139199,28.5204539,77.2138153,28.5201051,77.2145234,28.5199448,77.2146253,28.5202936,77.2139199,28.5204539",way/511088304,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2137536,28.5194735,77.2132118,28.5195984,77.213126,28.5192685,77.2136678,28.5191553,77.2137536,28.5194735",way/511088306,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2152154,28.521637,77.214982,28.5208687,77.2153549,28.5207886,77.2155909,28.5215498,77.2152154,28.521637",way/511088308,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.3044476,28.5874081,77.3045535,28.5874104,77.3045522,28.587315,77.3046313,28.5873092,77.3046836,28.5873245,77.304697,28.587653,77.3046836,28.5877296,77.3046514,28.5877708,77.3044731,28.5877837,77.3044725,28.5877744,77.3044476,28.5874081",way/511713122,,park,,,,central park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0916208,28.5762305,77.0926681,28.5760963,77.0926678,28.576272,77.0926674,28.5764522,77.0917897,28.5765889,77.0916208,28.5762305",way/532890557,,park,,,,Enviroment Park,,,,,,,,Delhi Cantonment,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Pinto Park,,,,,,,,,,,,,
,,,Polygon,"77.0941168,28.5742654,77.0942788,28.5742522,77.094451,28.5742385,77.094636,28.575852,77.0943042,28.5758753,77.0941168,28.5742654",way/532895194,,park,,,,,,,,,,,,Delhi Cantonment,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Pinto Park,Basant Nagar,,,,,,,,,,,,
,,,Polygon,"77.0945216,28.5770021,77.0944087,28.5763524,77.0946439,28.5763175,77.0947034,28.5768801,77.0946522,28.5769342,77.094577,28.5769837,77.0945216,28.5770021",way/532895195,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0958834,28.5740227,77.0967993,28.5739261,77.0968356,28.5742924,77.0959263,28.5743748,77.0958834,28.5740227",way/532898620,,park,,,,,,,,,,,,Delhi Cantonment,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old PintoPark,,,,,,,,,,,,,
,,,Polygon,"77.0960376,28.5752287,77.0959987,28.5748919,77.0968959,28.57482,77.0969361,28.5751934,77.0960859,28.5752652,77.0960376,28.5752287",way/532898622,,park,,,,Children's Park,,,,,,,,Delhi Cantonment,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Pinto Park,,,,,,,,,,,,,
,,,Polygon,"77.0986992,28.5752865,77.1004275,28.5750943,77.0998701,28.575781,77.0995035,28.5754689,77.0993165,28.5753736,77.099034,28.5756134,77.0989068,28.5755395,77.0987572,28.5754097,77.0987142,28.5753424,77.0986992,28.5752865",way/532898632,,park,,,,,,,,,,,,Delhi Cantonment,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Pinto Park,,,,,,,,,,,,,
