latitude,longitude,altitude,geometry,coordinates,@id,barrier,leisure,type,admin_level,boundary,name,wikidata,description,access,operator,layer,name:zh,old_name,addr:city,addr:postcode,addr:street,opening_hours,name:en,name:fa,name:es,wikipedia,addr:housenumber,natural,name:hi,name:de,name:ur,tourism,historic,int_name,designation,place,is_in,landuse,source,surface,man_made,opening_hours:covid19,religion,website,note,grass,grassland,amenity,building,addr:suburb,addr:neighbourhood,playground,water,fountain,addr:block,addr:city:en,alt_name,alt_name:hi,dog,addr:place,smoking,source:boundary,residential
,,,Polygon,"77.3127767,28.5137345,77.3133362,28.5119127,77.3144791,28.5121952,77.3149889,28.5132077,77.3152887,28.5147464,77.3156223,28.5146709,77.3153552,28.5138394,77.3151393,28.5128494,77.3148753,28.5121057,77.3156007,28.5123346,77.3180156,28.5128113,77.3192958,28.5127722,77.3213698,28.5116455,77.3227983,28.5111615,77.3243043,28.5108817,77.3258146,28.5103144,77.3267911,28.5101998,77.3288799,28.5100431,77.3309612,28.5086906,77.331524,28.509086,77.3329225,28.5093861,77.3325158,28.5157541,77.3295767,28.5198711,77.3287674,28.5210741,77.3257762,28.5248747,77.3246618,28.5250071,77.3240839,28.5249302,77.3234267,28.5250425,77.3194045,28.5256413,77.3178828,28.5260144,77.3163807,28.5264339,77.3151195,28.5267764,77.3143832,28.5270231,77.3140472,28.5271927,77.3137068,28.5273002,77.3110523,28.5276798,77.3106786,28.5277927,77.3104584,28.5279657,77.3103858,28.5281751,77.3103878,28.5284311,77.3105872,28.5295964,77.3105518,28.5296851,77.3104423,28.5297307,77.3102385,28.5297307,77.3098877,28.529684,77.3095075,28.5296098,77.3089188,28.5293372,77.3083881,28.5291048,77.3078749,28.528866,77.3077547,28.5287999,77.3068819,28.5287401,77.3054358,28.5284855,77.3058201,28.5275726,77.306329,28.5258826,77.3073564,28.5238593,77.3094281,28.521299,77.3101357,28.5200385,77.310963,28.5189706,77.3117128,28.5170593,77.311922,28.5159217,77.3127767,28.5137345",way/188617256,,park,,,,,,,,NTPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0415032,28.588449,77.0424474,28.5892514,77.0414727,28.5898568,77.0423892,28.5909387,77.0415862,28.5914614,77.0398003,28.5893681,77.0406669,28.5888308,77.0411266,28.588663,77.0415032,28.588449",way/189430943,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0575854,28.5765855,77.0536462,28.5719501,77.054642,28.5713223,77.0532213,28.5697509,77.0592634,28.5657301,77.0595856,28.5657063,77.0598905,28.5658663,77.0648891,28.571676,77.064932,28.5717838,77.0648961,28.5719678,77.0647509,28.5721041,77.0578811,28.5766609,77.0575854,28.5765855",way/189447678,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dwarka,greenfield,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.047402,28.5836776,77.0453737,28.5812916,77.045688,28.5813894,77.0458804,28.5813147,77.0459884,28.5811737,77.0462047,28.5811651,77.0467689,28.581164,77.0467721,28.5809937,77.0472124,28.5810034,77.0487685,28.5828082,77.047402,28.5836776",way/189447988,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0573694,28.5842396,77.0582903,28.5855506,77.0593198,28.5848729,77.0593775,28.5849299,77.0599857,28.584539,77.0601448,28.5847372,77.0599567,28.5848734,77.0595401,28.5851523,77.0591393,28.5854285,77.0584242,28.5859008,77.0590992,28.5866831,77.0585863,28.5870205,77.0581767,28.587295,77.05773,28.5875944,77.0584074,28.5883738,77.0581736,28.5885254,77.056946,28.587013,77.0576063,28.5865874,77.0570639,28.585893,77.0564814,28.5862909,77.0563816,28.5861635,77.0566795,28.585951,77.0571534,28.5856129,77.0571439,28.5850945,77.0567562,28.5845998,77.0573694,28.5842396",way/189447990,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0633115,28.5792393,77.0628802,28.5787426,77.0651894,28.5771962,77.0656208,28.5776929,77.0633115,28.5792393",way/189447991,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0569062,28.5790973,77.0575645,28.5786675,77.0580678,28.5792621,77.0574094,28.5796918,77.0569062,28.5790973",way/189448076,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.060745,28.5877731,77.0604381,28.587401,77.0609225,28.587093,77.0613338,28.5868315,77.0617236,28.5865837,77.0620304,28.5869557,77.060745,28.5877731",way/189448081,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0608673,28.5833381,77.0611398,28.5831659,77.0614687,28.5835539,77.0618203,28.5839676,77.0621517,28.5843506,77.0624176,28.5846678,77.06263,28.5849211,77.0629603,28.5853151,77.0626863,28.5854965,77.0608673,28.5833381",way/189448083,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0681727,28.581165,77.0678411,28.5808019,77.068976,28.5800379,77.0680198,28.5789297,77.0688511,28.5783946,77.0701044,28.5798885,77.0681727,28.581165",way/189448085,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0647133,28.5811878,77.0659537,28.5826364,77.0650126,28.5832302,77.0644377,28.5825569,77.0647822,28.5823565,77.0641211,28.5815982,77.0647133,28.5811878",way/189448086,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0497719,28.5857064,77.0491802,28.5850149,77.0475386,28.5861408,77.0473156,28.5859011,77.0481527,28.5853199,77.0472631,28.5843621,77.0498829,28.5826372,77.0515124,28.5845415,77.0497719,28.5857064",way/189448088,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0551992,28.5576105,77.0558229,28.5572073,77.0564579,28.5579652,77.0558341,28.5583683,77.0551992,28.5576105",way/189450657,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0599847,28.5588937,77.0611034,28.5601917,77.060459,28.5606201,77.0593403,28.5593221,77.0599847,28.5588937",way/189450658,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0571838,28.5569787,77.0579426,28.5564809,77.0586976,28.5573686,77.0598937,28.5587751,77.0587425,28.5595304,77.0586633,28.5594373,77.0597086,28.5587515,77.0585897,28.5574358,77.0579368,28.5578641,77.0571838,28.5569787",way/189450659,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0595725,28.5627351,77.0588171,28.5618484,77.0589527,28.5617628,77.0594852,28.5614113,77.0596994,28.5617018,77.059843,28.5618753,77.0601254,28.562209,77.0608547,28.5617349,77.0609454,28.5618427,77.0595725,28.5627351",way/189450660,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1031217,28.8384811,77.1033027,28.8380411,77.1065967,28.8388894,77.1064062,28.8395018,77.1031217,28.8384811",way/189587009,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0990982,28.8555107,77.0995807,28.8555083,77.0995867,28.8564369,77.0991042,28.8564393,77.0990982,28.8555107",way/189587010,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1067318,28.8389104,77.1094354,28.8395687,77.109154,28.8403699,77.106535,28.8395421,77.1067318,28.8389104",way/189587011,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1094643,28.8343185,77.1099253,28.8344433,77.1096124,28.8353308,77.1091514,28.835206,77.1094643,28.8343185",way/189587012,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1072671,28.8339917,77.1075765,28.833105,77.1085204,28.8333577,77.108211,28.8342445,77.1072671,28.8339917",way/189587013,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1083335,28.8375839,77.1087946,28.8377087,77.1084816,28.8385961,77.1080206,28.8384714,77.1083335,28.8375839",way/189587015,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0945081,28.8329502,77.0947797,28.8322333,77.0977378,28.8331052,77.0974418,28.8338404,77.0945081,28.8329502",way/189587016,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1069081,28.8351092,77.1078253,28.8353501,77.1073432,28.8367587,77.106426,28.8365178,77.1069081,28.8351092",way/189587017,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0990703,28.8530246,77.0995528,28.8530222,77.0995589,28.8539509,77.0990764,28.8539533,77.0990703,28.8530246",way/189587018,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1136015,28.8246097,77.1140376,28.8247186,77.1141494,28.824909,77.1139117,28.8260208,77.1128394,28.8256774,77.1136015,28.8246097",way/189587019,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0988638,28.8596599,77.0993385,28.8589186,77.1011063,28.8597868,77.1006316,28.8605281,77.0988638,28.8596599",way/189608461,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0993639,28.8608686,77.0996769,28.8610145,77.0994781,28.8613417,77.0995572,28.8613785,77.0992837,28.8618287,77.0989896,28.8616917,77.0992036,28.8613395,77.0991056,28.8612938,77.0993639,28.8608686",way/189608462,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2067374,28.5355559,77.2067615,28.5356502,77.2065893,28.5356934,77.206555,28.5356007,77.2067374,28.5355559",way/189795374,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1494183,28.5350655,77.1499123,28.5347751,77.1499029,28.5355144,77.1498015,28.5355655,77.1494183,28.5350655",way/190293838,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1468813,28.5339622,77.1467311,28.5337532,77.1478771,28.5331174,77.1480273,28.5333265,77.1468813,28.5339622",way/190293839,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1480523,28.533269,77.1479126,28.5330814,77.1483104,28.5328527,77.1484501,28.5330403,77.1480523,28.533269",way/190293840,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1494016,28.5324986,77.148954,28.5318696,77.1490098,28.531537,77.1485237,28.5308486,77.1486498,28.5307144,77.1488105,28.5310913,77.1489407,28.5310388,77.1494839,28.5324519,77.1494016,28.5324986",way/190293841,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1495808,28.534281,77.1499171,28.5340929,77.1496616,28.5335681,77.1498664,28.5334609,77.1493154,28.5327012,77.1495564,28.5325754,77.1500035,28.5335005,77.1499659,28.5344757,77.1497987,28.5345731,77.1495808,28.534281",way/190293842,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.154754,28.5307815,77.1550517,28.5306194,77.1546081,28.5300201,77.1552159,28.5290018,77.1555902,28.5295515,77.1557022,28.5294863,77.1560939,28.5300257,77.1562389,28.5302254,77.1557403,28.5305201,77.1562969,28.5313485,77.1559431,28.53156,77.155472,28.5318415,77.154754,28.5307815",way/190323353,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1570758,28.5310239,77.1574606,28.5315423,77.1563993,28.5321504,77.1560145,28.531632,77.1563568,28.5314359,77.1570758,28.5310239",way/190323354,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1550822,28.5272619,77.1560567,28.5271154,77.1564849,28.5276854,77.1563926,28.5277665,77.1553874,28.5283613,77.1550822,28.5272619",way/190323357,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1628774,28.528394,77.1624296,28.5277906,77.1640795,28.526847,77.1645215,28.5274271,77.1628774,28.528394",way/190333711,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1566211,28.5238207,77.1571381,28.5230936,77.1580753,28.5236275,77.1583771,28.5239466,77.1587542,28.5246339,77.1576283,28.5251051,77.1566211,28.5238207",way/190333716,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1623676,28.5277079,77.1617695,28.5269126,77.1621863,28.5266638,77.1625024,28.527084,77.1624034,28.5271415,77.162689,28.5275212,77.1623676,28.5277079",way/190333718,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.136433,28.52385,77.1364196,28.5236432,77.1395483,28.5232593,77.1398914,28.5233017,77.1403051,28.5233729,77.1407206,28.5234456,77.141205,28.523485,77.141636,28.5235047,77.1423686,28.523435,77.1424083,28.5238319,77.1405671,28.5238198,77.1383416,28.5238349,77.136433,28.52385",way/190342551,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1638094,28.5601823,77.1629488,28.5600316,77.1630703,28.5583987,77.1638083,28.5586272,77.1636417,28.5590414,77.1636375,28.5592073,77.1637613,28.559206,77.1641263,28.5591916,77.1641081,28.5592342,77.1640895,28.559271,77.1640832,28.5593302,77.1640979,28.5593772,77.1641176,28.5594229,77.164155,28.5594647,77.1641787,28.5594777,77.1638094,28.5601823",way/191980135,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1594717,28.559793,77.1593054,28.5590347,77.1601798,28.5588792,77.1603568,28.5596517,77.1594717,28.559793",way/191980136,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1597187,28.5633941,77.1588229,28.5629182,77.1589033,28.5625696,77.1589087,28.5624188,77.158957,28.5624094,77.1599655,28.5623952,77.1601747,28.5624141,77.1601157,28.5626826,77.1599762,28.5629936,77.1597187,28.5633941",way/191980137,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1614831,28.5593925,77.1613495,28.5587437,77.1612685,28.5581818,77.1618967,28.5582254,77.1619122,28.559336,77.1614831,28.5593925",way/191980138,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1614134,28.5598354,77.1612578,28.559859,77.1611666,28.5595103,77.1613275,28.5594867,77.1614134,28.5598354",way/191980139,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1593325,28.5639689,77.158501,28.5650996,77.1582006,28.56493,77.1580558,28.5647981,77.1577124,28.5643788,77.1585439,28.563705,77.1586405,28.5635778,77.1593325,28.5639689",way/191980140,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0007448,28.6158195,77.0010169,28.6158283,77.0010068,28.6160686,77.0007347,28.6160598,77.0007448,28.6158195",way/194228047,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0026362,28.6161449,77.002648,28.6159082,77.0028949,28.6159178,77.0028831,28.6161545,77.0026362,28.6161449",way/194228056,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0494532,28.604087,77.049525,28.6049915,77.0493969,28.6049865,77.049405,28.6048805,77.049354,28.6044496,77.0491609,28.6044661,77.049126,28.6040611,77.0494532,28.604087",way/202256177,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.044954,28.6036606,77.0447662,28.6035523,77.0458262,28.6028444,77.0459711,28.6029951,77.044954,28.6036606",way/202256415,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0461374,28.6031647,77.046293,28.6033154,77.0462286,28.603452,77.046352,28.6035038,77.0460161,28.6041646,77.0457619,28.6040642,77.0461374,28.6031647",way/202256416,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0504987,28.5987655,77.0502197,28.5989539,77.0500159,28.5987137,77.049944,28.5986478,77.0498582,28.5986054,77.0497401,28.5986007,77.0496275,28.5986148,77.0491896,28.5989252,77.0489807,28.5986831,77.0499247,28.5980685,77.0501848,28.5983844,77.0504987,28.5987655",way/202947323,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0474302,28.6004093,77.047221,28.6001832,77.0481094,28.5996133,77.0485767,28.5993202,77.0485299,28.5997028,77.0474302,28.6004093",way/202947328,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0519938,28.5993336,77.0511478,28.5999383,77.0509844,28.5997546,77.0518505,28.5991847,77.0519938,28.5993336",way/202947335,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0525854,28.6000325,77.0521831,28.6003434,77.0522958,28.5996934,77.0525854,28.6000325",way/202947336,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0450001,28.6018081,77.0452335,28.6021025,77.0449305,28.6022956,77.0443296,28.6015869,77.0449175,28.6012288,77.0443832,28.6006307,77.0445603,28.6005129,77.0451664,28.6012335,77.0450645,28.6012994,77.044968,28.6013795,77.0449089,28.6015208,77.0449089,28.6016621,77.0450001,28.6018081",way/202947339,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0534598,28.602995,77.0535081,28.6028866,77.0535167,28.6027783,77.0529824,28.6021849,77.0539051,28.6016009,77.054021,28.6017139,77.0531809,28.6022838,77.0535403,28.6027171,77.0538046,28.6025408,77.0541396,28.6029645,77.0534067,28.6034487,77.0531702,28.6031928,77.0534598,28.602995",way/202948163,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0428705,28.6054864,77.0436698,28.605006,77.0436322,28.6059291,77.0428973,28.6059621,77.0428705,28.6054864",way/202949252,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0422011,28.6036661,77.0432489,28.6049094,77.0426025,28.6053293,77.0415547,28.604086,77.0422011,28.6036661",way/202949254,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.029875,28.5869775,77.0311116,28.5861369,77.0309084,28.5859291,77.0314878,28.5855335,77.0310042,28.5849505,77.0313582,28.5847951,77.0316594,28.5854487,77.031933,28.5853309,77.0320028,28.5854581,77.032753,28.5851578,77.0327208,28.5850353,77.0329515,28.5849411,77.0330249,28.5850686,77.0317978,28.5858882,77.0311705,28.5863166,77.0300171,28.5871174,77.029875,28.5869775",way/203194507,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0454247,28.5756337,77.0427637,28.583023,77.0426456,28.5831879,77.0409553,28.5842673,77.0405535,28.58242,77.0408963,28.5823739,77.0411865,28.5820385,77.0414006,28.581705,77.0415347,28.5813705,77.0415728,28.5805452,77.0415186,28.5779175,77.0426235,28.5777892,77.0433385,28.5777226,77.0442276,28.5776349,77.0449572,28.5755149,77.0454247,28.5756337",way/203247170,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0289324,28.603161,77.0290117,28.6031081,77.0295518,28.6037314,77.0294725,28.6037843,77.0289324,28.603161",way/203569952,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.028312,28.6026935,77.0284948,28.6029019,77.0291987,28.6024262,77.0292523,28.6024874,77.0286601,28.6028876,77.0288007,28.6030479,77.0286164,28.6031724,77.0284732,28.6030089,77.0274177,28.6037222,77.0273548,28.6036504,77.0282998,28.6030118,77.0281291,28.6028171,77.028312,28.6026935",way/203574683,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0521988,28.5631223,77.0533435,28.5644417,77.0518442,28.5640238,77.0521988,28.5631223",way/203590038,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0553919,28.5620864,77.0552576,28.5619308,77.056113,28.5613615,77.0562472,28.5615171,77.0553919,28.5620864",way/203590039,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0529888,28.5622132,77.0543209,28.5613091,77.0538394,28.5607596,77.0539807,28.5606507,77.0557395,28.5626817,77.0551571,28.5630641,77.0540095,28.561727,77.0531734,28.5622638,77.0529888,28.5622132",way/203590040,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1842443,28.6472948,77.1841156,28.6471253,77.1842979,28.647017,77.1844506,28.6471981,77.1842443,28.6472948",way/206479422,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1840565,28.6470265,77.1839248,28.6468968,77.1841156,28.6467817,77.1842389,28.646937,77.1840565,28.6470265",way/206479423,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1821039,28.6463109,77.1819752,28.6460943,77.1819778,28.6458966,77.1820261,28.6457812,77.1822273,28.6456565,77.1825706,28.6461014,77.1821039,28.6463109",way/206479424,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0177594,28.6009698,77.0187733,28.6009179,77.0188645,28.6018364,77.0178399,28.6019023,77.0177594,28.6009698",way/209295080,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.029113,28.5879777,77.0293364,28.5878293,77.0296339,28.5881746,77.0294105,28.588323,77.029113,28.5879777",way/209296146,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0369951,28.5924753,77.0378656,28.5919039,77.0380193,28.5920844,77.037729,28.5922749,77.0371488,28.5926558,77.0369951,28.5924753",way/209296148,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0363215,28.5929023,77.0369174,28.5925034,77.0371668,28.5927907,77.0365709,28.5931895,77.0363215,28.5929023",way/209296150,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0415506,28.5982947,77.0419447,28.5987464,77.0414805,28.5990587,77.0410863,28.5986071,77.0415506,28.5982947",way/209296153,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0371773,28.5911206,77.0377947,28.5918502,77.0376405,28.5919597,77.0370107,28.5912341,77.0371773,28.5911206",way/209296160,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.02388,28.5917287,77.0255429,28.5918794,77.0241053,28.5928591,77.0236654,28.5925671,77.0232529,28.5924093,77.0233542,28.5922374,77.023601,28.5922751,77.02388,28.5917287",way/209296161,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0285647,28.5888738,77.0289402,28.5886382,77.0290582,28.588789,77.02901,28.588968,77.0289134,28.5889821,77.0288919,28.5892506,77.0285647,28.5888738",way/209296162,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0303242,28.5902445,77.030453,28.5893354,77.0305227,28.5892789,77.0309304,28.5897687,77.0307802,28.5898582,77.0308821,28.5899854,77.0304315,28.5902633,77.0303242,28.5902445",way/209296167,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0262302,28.5915864,77.026852,28.5923023,77.0261793,28.5927535,77.0257372,28.5923127,77.0252426,28.5922552,77.0262302,28.5915864",way/209296168,wall,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
