latitude,longitude,altitude,geometry,coordinates,@id,addr:city,addr:housenumber,addr:postcode,air_conditioning,building,name,network,operator,phone,public_transport,railway,station,subway,website,wheelchair,wikidata,wikipedia,name:kn,elevation,layer,level,name:ar,building:levels,addr:street,internet_access:fee,internet_access,name:ur,payment:cards,payment:cash,payment:coins,payment:contactless,payment:electronic_purses,ref,alt_name,construction,disused,public_transport:version,train,colour,toilets:wheelchair,departures_board,shelter,type,short_name,name:fa,comment,old_name,line
28.6675628,77.2272886,,Polygon,"77.2272886,28.6675628,77.2272756,28.667279,77.2274309,28.6672759,77.2282935,28.6672629,77.2285432,28.6672726,77.2289205,28.6672874,77.2291742,28.6673331,77.2293266,28.6673518,77.2294093,28.667367,77.229463,28.667376,77.2295573,28.6673833,77.2295241,28.6675973,77.2295771,28.6676261,77.2297437,28.6676647,77.2296933,28.6677731,77.2296436,28.6677605,77.2295388,28.6677374,77.2294892,28.6676608,77.229352,28.6676374,77.2292622,28.6676247,77.22916,28.6676159,77.2290148,28.667592,77.2288725,28.6675789,77.2288405,28.6676737,77.2286641,28.6679275,77.2285629,28.6678613,77.2286805,28.6676795,77.2284814,28.6676866,77.2284763,28.6675471,77.2283935,28.6676648,77.2283283,28.6677873,77.228255,28.6677922,77.2281279,28.6679876,77.2278829,28.6678773,77.2277832,28.6677371,77.2278974,28.6676538,77.2277366,28.6676491,77.2277419,28.6675426,77.2273688,28.6675592,77.2272886,28.6675628",way/80431079,"Inter State Bus Terminal, Kashmere Gate, Old Delhi, Delhi",Kashmere Gate Metro Station,110006,yes,yes,Kashmere Gate,Delhi Metro,DMRC,088007 93129,station,station,subway,yes,www.delhimetrorail.com,yes,Q4207344,en:Kashmere Gate metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6234613,77.2688238,,Polygon,"77.2688238,28.6234613,77.2688172,28.623476,77.2687973,28.6235202,77.268792,28.6235319,77.2687866,28.6235441,77.2687684,28.6235846,77.2687631,28.6235963,77.2687564,28.6236113,77.2687297,28.6236705,77.2687236,28.6236841,77.2670243,28.6230955,77.2670303,28.6230822,77.2670571,28.6230227,77.2670638,28.6230077,77.2670684,28.6229974,77.2670882,28.6229534,77.2670934,28.6229419,77.2670987,28.6229302,77.2671185,28.622886,77.2671245,28.6228727,77.2676687,28.6230612,77.2688238,28.6234613",way/139071689,,,,,train_station,Yamuna Bank (Blue Line),DMRC,Delhi Metro Rail Corporation,,station,station,subway,yes,,,Q12525001,en:Yamuna Bank metro station,ಯಮುನಾ ಬ್ಯಾಂಕ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5707921,77.2367732,,Polygon,"77.2367732,28.5707921,77.2367123,28.5708193,77.236871,28.5710937,77.2367077,28.5711665,77.236546,28.570887,77.2365197,28.5708987,77.2362895,28.5705159,77.236187,28.5703238,77.2362577,28.5702922,77.2360974,28.5700152,77.2362579,28.5699435,77.2364174,28.5702191,77.2364549,28.5702023,77.2365027,28.570285,77.23677,28.5701657,77.2368046,28.5702255,77.2365636,28.5703331,77.2366367,28.5704596,77.2367691,28.5706884,77.2367247,28.5707082,77.2367732,28.5707921",way/169413730,,Lajpat Nagar Metro Station,,yes,yes,Lajpat Nagar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,Q6474492,en:Lajpat Nagar metro station,,1,1,1,محطة مترو لاجبت نغر,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6237295,77.242465,,Polygon,"77.242465,28.6237295,77.2424066,28.6236804,77.2420081,28.6240456,77.2418861,28.623943,77.2419492,28.6238852,77.2422866,28.623576,77.2422196,28.6235196,77.2427643,28.6230204,77.2428103,28.6230591,77.2431551,28.622743,77.2432709,28.6228404,77.2429237,28.6231586,77.2429458,28.6231772,77.2430094,28.6232307,77.242465,28.6237295",way/351561046,,Pragati Maidan Metro Station,,,yes,Pragati Maidan Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,Q7237614,en:Pragati Maidan metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.667296,77.2163638,,Polygon,"77.2163638,28.667296,77.216356,28.6672529,77.2163504,28.6672536,77.2156503,28.6673737,77.2156401,28.6673259,77.2156319,28.6672869,77.2156128,28.6671972,77.2163216,28.6670637,77.2163155,28.6670301,77.21662,28.6669701,77.216919,28.6669383,77.2169233,28.6669723,77.2176244,28.6669006,77.2176486,28.6670913,77.2169485,28.6671733,77.2169539,28.667216,77.2168198,28.6672372,77.2167876,28.6672489,77.2167286,28.6672866,77.2166454,28.6673007,77.2165811,28.667296,77.2165006,28.6672748,77.2163638,28.667296",way/464265890,,Tis Hazari Metro Station,,yes,yes,Tis Hazari Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,www.delhimetrorail.com,yes,Q3632416,en:Tis Hazari metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6186755,77.2789897,,Polygon,"77.2789897,28.6186755,77.2788365,28.6185886,77.2790698,28.6182719,77.2790078,28.6182367,77.2795182,28.6175437,77.2795727,28.6175746,77.2798556,28.6171905,77.2800115,28.6172789,77.2798652,28.6174776,77.2797368,28.6176519,77.2797939,28.6176843,77.2795616,28.6179996,77.2794723,28.6181209,77.2792747,28.6183892,77.2792224,28.6183595,77.2791867,28.618408,77.2789897,28.6186755",way/504034446,,,,,yes,Akshardham Metro Station,Delhi Metro,Delhi Metro Rail Corporation,,,station,subway,yes,,,Q4701799,,ಅಕ್ಷರದಾಮ್,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
28.4938923,77.3029596,,Polygon,"77.3029596,28.4938923,77.3027967,28.4938601,77.3028573,28.4936231,77.3027811,28.4936081,77.3029765,28.4928436,77.3030377,28.4928557,77.3030971,28.4926235,77.3032773,28.492659,77.3032142,28.4929057,77.3032794,28.4929185,77.3030866,28.493673,77.3030191,28.4936597,77.3029596,28.4938923",way/581226084,"Badarpur, New Delhi, Delhi",Badarpur Metro Station,110044,yes,train_station,Badarpur Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,Q4840629,en:Badarpur Border metro station,,2,2,,,,Mathura Road,,,,,,,,,,,,,,,,,,,,,,,,
28.6959708,77.1521516,,Polygon,"77.1521516,28.6959708,77.1521899,28.695897,77.1517803,28.695691,77.1518839,28.6955361,77.152284,28.6957642,77.1523147,28.6957163,77.1531327,28.6961327,77.1530892,28.696178,77.1535289,28.6963916,77.1534183,28.696524,77.1530164,28.6963181,77.1529691,28.6963962,77.1521516,28.6959708",way/637896290,,,,yes,yes,Netaji Subhash Place (Red Line),Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q6998648,en:Netaji Subhash Place metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6818908,77.1648176,,Polygon,"77.1648176,28.6818908,77.1648758,28.6819119,77.1648898,28.681917,77.1650642,28.6815479,77.1652135,28.6816037,77.1652396,28.6816134,77.1650709,28.6819632,77.16511,28.6819967,77.1647033,28.6828635,77.1646454,28.6828417,77.1644796,28.6832014,77.1644366,28.6831857,77.1643013,28.6831364,77.1644854,28.6827839,77.1644636,28.6827739,77.1644274,28.6827572,77.1648176,28.6818908",way/637896293,,Kanhiya Nagar Metro Station,,yes,yes,Kanhiya Nagar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6701579,77.1815046,,Polygon,"77.1815046,28.6701579,77.1815026,28.6701264,77.1809628,28.6701964,77.1809456,28.6700954,77.1809305,28.6700071,77.181475,28.6699426,77.1814689,28.6699021,77.1822305,28.6698173,77.1822352,28.6698703,77.1826169,28.6698517,77.1827053,28.6698474,77.1827831,28.6698437,77.1827909,28.6699181,77.1828022,28.6700268,77.182256,28.6700517,77.1822555,28.6700966,77.1815046,28.6701579",way/637896298,,,,yes,yes,Shastri Nagar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,www.delhimetrorail.com,yes,Q11307659,en:Shastri Nagar metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6668056,77.1987457,,Polygon,"77.1987457,28.6668056,77.1987336,28.6667697,77.1981731,28.6668861,77.1981219,28.6667293,77.1986719,28.6665878,77.1986623,28.6665593,77.1993906,28.6663613,77.1994037,28.6664001,77.1999607,28.6662295,77.2000135,28.6664211,77.1994712,28.666566,77.1994721,28.6666026,77.1987457,28.6668056",way/637896301,,Pratap Nagar Metro Station,,yes,yes,Pratap Nagar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,www.delhimetrorail.com,yes,Q7238590,en:Pratap Nagar metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5541307,77.264602,,Polygon,"77.264602,28.5541307,77.2646637,28.5541637,77.2646986,28.554133,77.264716,28.5541519,77.2647787,28.5541637,77.2648783,28.5541825,77.2650151,28.5542402,77.2650956,28.5543675,77.2652484,28.5546195,77.2652404,28.5546973,77.265453,28.5548822,77.2653829,28.5549465,77.265337,28.5549882,77.2651385,28.5548251,77.2651076,28.5548363,77.2650352,28.5547939,77.2650138,28.5548021,77.2647938,28.5546078,77.2646047,28.5544169,77.2646087,28.5543781,77.2644612,28.5542379,77.2643016,28.5541001,77.2644156,28.5539952,77.264602,28.5541307",way/659283553,,,,,yes,Okhla NSIC,Delhi Metro,DMRC,,station,station,subway,yes,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5021088,77.2993773,,Polygon,"77.2993773,28.5021088,77.2994935,28.5024012,77.2996196,28.5026851,77.2995443,28.5027162,77.2996589,28.5030107,77.2995706,28.5030384,77.299493,28.5030646,77.2994065,28.5028774,77.2992273,28.5028657,77.2992012,28.5028018,77.2992706,28.5027071,77.2991364,28.5023526,77.2989846,28.5022978,77.2989511,28.5021845,77.2990544,28.5021522,77.2990237,28.5018731,77.2991744,28.5018236,77.2993002,28.5021232,77.2993773,28.5021088",way/662332955,,,,yes,yes,Tughlakabad Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q7851651,en:Tughlakabad Station metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.589717,77.1694038,,Polygon,"77.1694038,28.589717,77.1692661,28.5899045,77.1692093,28.5899772,77.1690248,28.5898801,77.1690702,28.5898065,77.1691905,28.5896061,77.1689671,28.5894798,77.1687905,28.5897389,77.1687277,28.5897066,77.1689403,28.5893872,77.1691415,28.5894945,77.1695352,28.5889519,77.1695959,28.5889842,77.169739,28.5887706,77.1699086,28.5888582,77.1697642,28.5890737,77.169827,28.5891071,77.1697497,28.5892191,77.1698117,28.5892521,77.1697882,28.5892923,77.1698241,28.589309,77.1699554,28.5891058,77.1700187,28.5891383,77.1698292,28.5894217,77.1697718,28.5893936,77.1697815,28.5893747,77.1697506,28.5893616,77.1694769,28.58976,77.1694038,28.589717",way/662484598,,,,,train_station,Durgabai Deshmukh South Campus,Delhi Metro Rail Corporation,,,,station,subway,yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6735693,77.2887133,,Polygon,"77.2887133,28.6735693,77.2887232,28.6735042,77.2887532,28.6733074,77.2887786,28.6731453,77.2889219,28.6731584,77.2890642,28.6731751,77.290747,28.6733724,77.2907374,28.673435,77.2907309,28.6734779,77.2907104,28.6736123,77.2892768,28.6734443,77.2892746,28.6734589,77.2892486,28.6736299,77.2891337,28.6736165,77.2891032,28.6736129,77.2890918,28.6736879,77.2888241,28.6736565,77.2888352,28.6735836,77.2887133,28.6735693",way/687046458,Mumabi,,,yes,yes,Shahdara Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,http//www.delhimetrorail.com,yes,Q11307902,en:Shahdara metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.593399,77.2950317,,Polygon,"77.2950317,28.593399,77.2942351,28.5949522,77.294147,28.5949173,77.2949436,28.5933641,77.2950317,28.593399",way/696181173,,,,,roof,Mayur Vihar Extension,Delhi Metro,Delhi Metro Rail Corporation,,,station,subway,yes,,yes,Q6798108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6681855,77.2504978,,Polygon,"77.2504978,28.6681855,77.2505995,28.6681519,77.2506068,28.6681689,77.2507832,28.6681105,77.2507913,28.6681293,77.2508056,28.6681828,77.250832,28.6682239,77.2507536,28.6682428,77.2499792,28.6685062,77.24994,28.668415,77.2500156,28.66839,77.2499987,28.6683507,77.2501515,28.6683002,77.2501409,28.668255,77.2501429,28.6682216,77.2501527,28.6681892,77.2501698,28.6681592,77.2501934,28.6681329,77.2502228,28.6681115,77.2502585,28.668095,77.2502974,28.6680857,77.2503377,28.6680839,77.2503775,28.6680898,77.2504148,28.6681032,77.2504481,28.6681232,77.2504805,28.6681552,77.2504978,28.6681855",way/696412829,,Shastri Park Metro Station,,,yes,Shastri Park Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q11307901,en:Shastri Park metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6752586,77.3001959,,Polygon,"77.3001959,28.6752586,77.3005822,28.6752562,77.3005714,28.6751927,77.3013466,28.6752044,77.3013439,28.6752609,77.302052,28.6752703,77.3020762,28.6752868,77.3020735,28.6754021,77.3013466,28.6753974,77.3013466,28.6754492,77.3005795,28.6754656,77.3005795,28.675395,77.3001879,28.6753974,77.3001959,28.6752586",way/697071463,"Shahdara, Delhi",Mansrovar Park Metro Station,,,yes,Mansarovar Park,Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q6751563,en:Mansarovar Park metro station,,,,,,,G.T Road,,,,,,,,,,,,,,,,,,,,,,,,
28.6755927,77.3115765,,Polygon,"77.3115765,28.6755927,77.3117643,28.6755974,77.312113,28.6756092,77.312121,28.6755551,77.3128828,28.6755668,77.3128935,28.6756257,77.3134192,28.6756468,77.313446,28.6756939,77.313438,28.6757692,77.3128828,28.675741,77.3128774,28.6758351,77.312113,28.6758092,77.3121076,28.6757221,77.3115631,28.6757127,77.3115765,28.6755927",way/697071464,,,,,yes,Jhilmil Metro Station,,DMRC,,station,station,subway,yes,,,Q6191072,en:Jhilmil metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5291181,77.2879262,,Polygon,"77.2879262,28.5291181,77.2881086,28.5288494,77.2880657,28.5288258,77.2884573,28.5282862,77.2885029,28.5283051,77.2886906,28.5280482,77.2889267,28.5281707,77.2887228,28.5284252,77.2887738,28.5284488,77.2887228,28.5284936,77.2884433,28.528894,77.2883741,28.5289932,77.2883258,28.5289672,77.2881649,28.5292406,77.2879262,28.5291181",way/698298769,,,,yes,yes,Sarita Vihar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,Q7424130,en:Sarita Vihar metro station,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.520148,77.2942357,,Polygon,"77.2942357,28.520148,77.2943993,28.5198511,77.2943644,28.5198393,77.2944046,28.5197545,77.2943349,28.5197309,77.2945566,28.5192424,77.2945897,28.5192336,77.2946729,28.5192572,77.2948123,28.5189649,77.2949312,28.5190138,77.2949786,28.5190333,77.2948445,28.5193255,77.2948874,28.5193467,77.2948338,28.5194481,77.2946138,28.5199359,77.2945602,28.5199171,77.2944207,28.5202093,77.294374,28.5201938,77.2942357,28.520148",way/698455465,,,,yes,yes,Mohan Estate Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q6893528,en:Mohan Estate metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6914926,77.2791207,,Polygon,"77.2791207,28.6914926,77.2791609,28.6914714,77.2794358,28.6913514,77.2795552,28.6913055,77.2796035,28.6913961,77.2798086,28.6917902,77.2798529,28.6918796,77.2798904,28.692022,77.279936,28.6921161,77.28005,28.6923467,77.2801479,28.6925467,77.28005,28.6925866,77.2797577,28.6926902,77.2797711,28.6927113,77.2797456,28.6927102,77.2795726,28.6923314,77.2794787,28.6921643,77.2793433,28.6919349,77.2792011,28.6916584,77.2791207,28.6914926",way/699175184,,,,,yes,Maujpur - Babarpur Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6714763,77.276784,,Polygon,"77.276784,28.6714763,77.2773231,28.6715704,77.2780929,28.6717187,77.2787661,28.6718293,77.2787583,28.6718714,77.2787466,28.6719339,77.278742,28.6719587,77.2784255,28.671914,77.2784014,28.6720623,77.2783182,28.672067,77.2781519,28.672107,77.2779507,28.671994,77.2778722,28.6719653,77.2778542,28.6719587,77.2776611,28.6719117,77.2774331,28.6719093,77.27724,28.6719423,77.2770254,28.671834,77.2770495,28.6716787,77.2767679,28.6716269,77.2767716,28.6715923,77.2767778,28.671534,77.276784,28.6714763",way/699660181,"Welcome near Shyam Lal College, Shahdara",Welcome Metro Station,,,yes,Welcome Metro Station (Red Line),Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q11288582,en:Welcome metro station,,,,,,,GT Road,,,,,,,,,,,,,,,,,,,,,,,,
28.6721088,77.2761887,,Polygon,"77.2761887,28.6721088,77.2764958,28.6721383,77.2764985,28.6721147,77.2767788,28.6721559,77.2770148,28.6722053,77.2771508,28.6722351,77.2776062,28.6723348,77.2776076,28.6723771,77.2776009,28.6724136,77.2775834,28.6724524,77.2775566,28.6724913,77.2774279,28.6724665,77.2767265,28.6723395,77.2761619,28.6722489,77.2761753,28.6721783,77.2761887,28.6721088",way/699660184,,Welckme Metro Station,,,yes,Welcome Metro Station (Pink Line),Delhi Metro,DMRC,,station,station,subway,yes,,yes,Q11288582,en:Welcome metro station,,,,,,,GT Road,,,,,,,,,,,,,,,,,,,,,,,,
28.6408679,77.2947298,,Polygon,"77.2947298,28.6408679,77.2951402,28.641228,77.2951992,28.6411904,77.295741,28.6416188,77.2957034,28.6416612,77.296154,28.6420119,77.2960226,28.6421131,77.2955801,28.6417812,77.2955506,28.6418024,77.2950087,28.6413716,77.2950409,28.6413245,77.294601,28.6409926,77.2946574,28.6409196,77.2947298,28.6408679",way/700070815,,Preet Vihar Metro Station,,yes,yes,Preet Vihar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,limited,Q7239761,en:Preet Vihar metro station,,1,1,,,,Vikas Marg,,,,,,,,,,,,,,,,,,,,,,,,
28.6364485,77.2864416,,Polygon,"77.2864416,28.6364485,77.2864611,28.6364106,77.2862773,28.6363106,77.285985,28.6361564,77.285993,28.6361046,77.2860252,28.6360551,77.2860467,28.6360316,77.2860668,28.6360139,77.2861634,28.6360657,77.2865778,28.6362729,77.2865965,28.6362305,77.2868071,28.6363388,77.2872268,28.6365636,77.2872041,28.6366107,77.2877083,28.6368767,77.2876835,28.6369358,77.2876539,28.6369711,77.2876057,28.6370041,77.2871041,28.6367475,77.2870826,28.6367875,77.2864416,28.6364485",way/700096132,,Nirman Vihar Metro Station,,yes,yes,Nirman Vihar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,Q7040065,en:Nirman Vihar metro station,,1,1,,,,Vikas Marg,,,,,,,,,,,,,,,,,,,,,,,,
28.6299931,77.2769111,,Polygon,"77.2769111,28.6299931,77.2773466,28.6302539,77.2773788,28.630221,77.2777194,28.6304423,77.2780034,28.6306523,77.2779705,28.6306899,77.2784399,28.6309983,77.2784399,28.6310136,77.2784171,28.631049,77.2783997,28.6310725,77.2783648,28.6311008,77.2783326,28.6311278,77.2778259,28.6307892,77.2777951,28.6308233,77.2777157,28.63077,77.277249,28.630458,77.2772812,28.6304121,77.2768293,28.6301214,77.2768373,28.630099,77.2768588,28.6300472,77.2768829,28.6300131,77.2769111,28.6299931",way/700096133,,Laxmi Nagar Metro Station,,yes,yes,Laxmi Nagar Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,Q6505213,en:Laxmi Nagar metro station,,1,1,,,,Vikas Marg,,,,,,,,,,,,,,,,,,,,,,,,
28.6759426,77.3205054,,Polygon,"77.3205054,28.6759426,77.3204893,28.6759144,77.3204946,28.6758579,77.3205268,28.6758014,77.3210525,28.6758001,77.3210579,28.6757238,77.3218357,28.6757308,77.3218357,28.6757732,77.3223936,28.6758061,77.3223829,28.6759591,77.3218384,28.6759497,77.3218331,28.6760061,77.3210606,28.6760038,77.3210579,28.6759379,77.3205054,28.6759426",way/701576004,,,,,yes,Dilshad Garden Metro Station,Delhi Metro,DMRC,,station,station,subway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
