latitude,longitude,altitude,geometry,coordinates,@id,access,addr:postcode,addr:street,building,castle_type,height,historic,name,name:en,old_name,opening_hours,phone,tourism,type,website,wikidata,barrier,wikipedia,building:levels,alt_name,building:material,building:colour,historic:civilization,landuse,operator,area,building:height,min_height,amenity,religion,leisure,man_made,material,natural,name:de,name:uk,name:ur,start_date,denomination,place_of_worship,addr:city,addr:country,heritage:operator,is_in:city,is_in:continent,is_in:country,is_in:country_code,is_in:iso_3166_2,name:az,name:bn,name:el,name:es,name:ja,name:ka,name:ko,name:th,ref:whc,whc:criteria,whc:inscription_date,wikipedia:en,source,addr:housenumber,addr:state,name:cs,name:fa,name:id,name:vi,short_name:zh,description,name:be,name:fr,name:gu,name:it,name:mr,name:ne,name:nl,name:pt,name:sa,name:te,wheelchair,cemetery,memorial,roof:shape,tomb,bicycle,note,is_in,name:ca,url,wikimedia_commons,inscription
28.5534142,77.2013485,,Point,,node/2804161217,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5314966,77.2197696,,Point,,node/2804206824,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6400135,77.2292995,,Point,,node/2932773051,,,,,,,memorial,Dargah Hazrat Khwaja Mir Dard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7117827,77.2282892,,Point,,node/2936827350,,,,,,,archaeological_site,Shah Alam Tomb,,,sunrise-sunset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6880175,77.2181294,,Point,,node/2939969320,,,,,,,monument,Flagstaff Tower,,,,,,,,Q5457032,,en:Flagstaff_Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6713618,77.2107618,,Point,,node/2940449157,,,,,,,monument,Ajitgarh,,Mutiny Memorial,,,,,,Q6943944,,en:Mutiny Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6738428,77.2118819,,Point,,node/2940449158,,,,,,,monument,Ashoka Pillar,,,,,,,,Q4805809,,en:Ashokan Edicts in Delhi#Pillar edicts in Delhi,,Delhi-Meerut Pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6766164,77.2128051,,Point,,node/2940614714,,,,,,,castle,Bara Hindu Rao,,,,,,,,,,,,House of Hindu Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7120391,77.2279645,,Point,,node/2940614715,,,,,,,archaeological_site,Embankment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7117707,77.2280793,,Point,,node/2940614716,,,,,,,archaeological_site,Mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6762951,77.2132115,,Point,,node/2940614717,,,,,,,archaeological_site,Pir Ghaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7120679,77.2281995,,Point,,node/2940614718,,,,,,,archaeological_site,Wazirabad Bridge (Tughlaq Era),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6757026,77.1976427,,Point,,node/2940758785,,,,,,,monument,Shah Wajid Mosque,,,,,,,,,,,,,,,,,,,,,place_of_worship,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6736545,77.2003437,,Point,,node/2940758786,,,,,,,archaeological_site,Tomb of Roshanara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.61288,77.2296338,,Point,,node/2945859685,,,,,,,memorial,Amar Jawan Jyoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
28.5318024,77.2236027,,Point,,node/2950232984,,,,,,,archaeological_site,Satpula Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5328046,77.2200835,,Point,,node/2950924615,,,,,,,wayside_shrine,Mazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5326478,77.2206557,,Point,,node/2950924616,,,,,,,wayside_shrine,Samadhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5730165,77.2201256,,Point,,node/2978963206,,,,,,,archaeological_site,Bade Khan ka Gumbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5723164,77.2208496,,Point,,node/2978963207,,,,,,,archaeological_site,Bhure Khan ka Gumbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.572974,77.2205522,,Point,,node/2978963208,,,,,,,archaeological_site,Chhote Khan ka Gumbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5737477,77.2238326,,Point,,node/2978963211,,,,,,,archaeological_site,Mubarak Shah Sayyid's Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5727315,77.2229894,,Point,,node/2978963212,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5750795,77.2263611,,Point,,node/2978963213,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.592771,77.2478392,,Point,,node/2981346454,,,,,,,archaeological_site,Afsarwala's Mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5926063,77.2479411,,Point,,node/2981346455,,,,yes,,,archaeological_site,Afsarwala's Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5940984,77.2483271,,Point,,node/2981346457,,,,,,,wayside_shrine,Dargah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5932862,77.2506381,,Point,,node/2981346458,,,,,,,archaeological_site,Humayun's Tomb,,,Mo-Su 06:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumba de Humayun,ﾌﾏｰﾕｰﾝ廟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomba Humayun,http://whc.unesco.org/en/list/232,File:Humayun's tomb (3545343302).jpg,
28.6456914,77.2164107,,Point,,node/2981346624,,,,,,,archaeological_site,Graveyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5919006,77.2531371,,Point,,node/2981351407,,,,,,,archaeological_site,Nila Gumbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6648762,77.1966815,,Point,,node/2981414567,,,,,,,archaeological_site,Graves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5020221,77.177619,,Point,,node/2990876410,,,,,,,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5391445,77.206399,,Point,,node/3109196352,,,,,,,monument,Begumpuri Mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The 3rd largest monument in Delhi. Built during the reign of Muhommad Shah Tughlaq,,,,,
28.6590096,77.2276675,,Point,,node/3268564741,,,,,,,memorial,Gandhi Statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statue,,,,,,,,,
28.6083985,77.2387894,,Point,,node/3424218861,,,,,,,monument,Sher Shah Suri Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5409021,77.2060942,,Point,,node/4102885023,,,,,,,monument,Bijay Mandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6748175,77.199464,,Point,,node/4984199234,,,,,,,castle,Gazebo by the Hillock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6442596,77.2403488,,Point,,node/5060224921,,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5144248,77.1786639,,Point,,node/5205802423,,,,,,,monument,jahaz mahal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5411267,77.2198055,,Point,,node/5382631623,,,,,,,memorial,Statue of B. R.  Ambedkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5542732,77.2337005,,Point,,node/5599650320,,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6085406,77.2188502,,Point,,node/5839943689,,,,,,,memorial,लाल बहादुर शास्त्री स्मारक,Lal Bahadur Shastri Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5336704,77.2190241,,Point,,node/5960818509,,,,,,,tomb,Sheikh Yusuf Katl ka Makbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6427072,77.2501205,,Point,,node/6024239185,,,,,,,memorial,Vir Bhumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5205656,77.1903179,,Point,,node/6153087587,,,,,,,memorial,Ahinsa Sthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5722347,77.1742795,,Point,,node/6262528243,,,,,,,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5521464,77.2246983,,Point,,node/6383501086,,,,,,,castle,Siri Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6025435,77.2454267,,Point,,node/7040366285,,,,,,,monument,Kos Minar,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5585361,77.2566469,,Point,,node/7354979776,,,,,,,stone,Ashok Edict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.586195,77.2346825,,Point,,node/7366374163,yes,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phuta Gumbad
28.6164896,77.2311115,,Point,,node/7975753230,,,,,,,locomotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The narrow gauge MTR 1 locomotive on a plinth outside the Northern Railways HQ (Baroda House). It runs on weekdays (though stationary, it is kept at a hight higher  than the tracks. This helps an electrci motor to run and power the wheels."
