latitude,longitude,altitude,geometry,coordinates,@id,amenity,type,addr:city,addr:street,building,name,name:de,name:en,name:es,name:fa,name:hi,name:ru,name:zh,opening_hours,phone,religion,tourism,website,wikidata,wikipedia,access,addr:postcode,castle_type,height,historic,name:ar,name:he,name:ml,name:ta,old_name,barrier,denomination,krishna,alt_name,name:fr,name:it,name:pt,name:uk,start_date,source,building:levels,building:material,building:colour,historic:civilization,landuse,operator,area,building:height,min_height,fixme,leisure,man_made,note,material,addr:housename,natural,name:ur,place_of_worship,addr:country,heritage:operator,is_in:city,is_in:continent,is_in:country,is_in:country_code,is_in:iso_3166_2,name:az,name:bn,name:el,name:ja,name:ka,name:ko,name:th,ref:whc,whc:criteria,whc:inscription_date,wikipedia:en,addr:housenumber,addr:state,name:cs,name:id,name:vi,short_name:zh,int_name,description,name:be,name:gu,name:mr,name:ne,name:nl,name:sa,name:te,wheelchair,length,name:pa,width,cemetery,memorial,roof:shape,addr:suburb,service_times,tomb,bicycle,opening_hours:covid19,created_by,is_in,name:ca,url,wikimedia_commons,addr:place,addr:unit,level,addr:district,addr:subdistrict,inscription,addr:full
28.6166611,76.9825084,,Point,,node/8151144601,place_of_worship,,,,,SHIV Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raghubir Enclave, Shiv Nagar, Najafgarh, New Delhi, Delhi"
28.5181219,77.2405868,,Point,,node/8151144602,place_of_worship,,,,,Shri Durga Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maharishi Balmiki Rd, Dakshinpuri Extension, Block 18, Sector 6, Dakshinpuri, New Delhi, Delhi"
28.616514,77.219678,,Point,,node/8151144603,place_of_worship,,,,,Prachin Shiv Shakti Mandir Central secretariat,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr. R.P. Road, Rajpath Area, Central Secretariat, New Delhi, Delhi"
28.6164162,77.0097275,,Point,,node/8151144604,place_of_worship,,,,,Arya Samaj Mandir in Rana Ji Enclave,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plot 33, Rana Ji Enclave,, Near Nangli Sankrawati Metro Station, Pillor No. 65,, Ranaji Enclave, Masudabad, Najafgarh, New Delhi, Delhi"
28.6163363,77.0627879,,Point,,node/8151144605,place_of_worship,,,,,Ganesh Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O-107, Vani Vihar Rd, Vijay Vihar, Manas Kunj, New Uttam Nagar, Uttam Nagar, Delhi,"
28.6161702,77.0391597,,Point,,node/8151144606,place_of_worship,,,,,Kali Badi Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-50, Block C, Mansa Ram Park, Uttam Nagar, Delhi,"
28.616003,77.0302396,,Point,,node/8151144607,place_of_worship,,,,,Shri Sada Shiv Shyama Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-86, Street Number 8, Dwarka Mor, Patel Garden Extn., Sewak Park, Kakrola, Patel Garden Extn., Sector 15 Dwarka, Dwarka, Delhi,"
28.6158087,76.9969313,,Point,,node/8151144608,place_of_worship,,,,,Neelkanth Dham,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sai Baba Encl., Masudabad, Najafgarh, Delhi,"
28.6157419,77.0399167,,Point,,node/8151144609,place_of_worship,,,,,Kali Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CM6, E Block Rd, E Block, Block D, Mansa Ram Park, Uttam Nagar, Delhi,"
28.6155815,77.0471456,,Point,,node/8151144610,place_of_worship,,,,,Shiv Mandir Hindu Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A 17 Nanhe Park Matiala, Nanhey Park, Om Vihar, Uttam Nagar, New Delhi, Delhi"
28.5168758,77.2292991,,Point,,node/8151144611,place_of_worship,,,,,Shiv Mandir (I-2nd Park),,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I2/82, JJ Colony, Block I, Sector 4, Madangir, New Delhi, Delhi"
28.6155229,77.0281097,,Point,,node/8151144612,place_of_worship,,,,,Sda shiv Shyam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gali No.8, Patel Garden, Sector 15 Dwarka, Kakrola, New Delhi, Delhi"
28.6151309,77.0122799,,Point,,node/8151144613,place_of_worship,,,,,Ranaji Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ranaji Enclave, Masudabad, Najafgarh, Delhi,"
28.615056,77.028188,,Point,,node/8151144614,place_of_worship,,,,,Shri Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kakrola More, Old Palam Rd, Patel Garden Extention, Block WZ, Sector 15 Dwarka, Dwarka, Delhi,"
28.6149009,77.0619902,,Point,,node/8151144615,place_of_worship,,,,,Shri Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vani Vihar Rd, Vikas Vihar, New Uttam Nagar, Uttam Nagar, Delhi,"
28.61489,77.115097,,Point,,node/8151144616,place_of_worship,,,,,Shiv Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khalan Basti, Maya Vihar, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi"
28.614775,77.0702007,,Point,,node/8151144617,place_of_worship,,,,,Jeevan Park Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mangal Bazar Road, Uttam Nagar East, Manglapuri, New Delhi, Delhi"
28.6147633,77.0720387,,Point,,node/8151144618,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeewan Park, Old Janki Puri, Bindapur, Adarsh Nagar, Uttam Nagar, Rani Bagh, Delhi,"
28.5162627,77.3060613,,Point,,node/8151144619,place_of_worship,,,,,Shiv Temple (शिव मंदिर) Aali,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, Main Aali Village Rd Aali Village, Ali New Delhi, Delhi, Main Aali Village Rd, Aali Village, Ali, New Delhi, Delhi"
28.6145714,77.0885103,,Point,,node/8151144620,place_of_worship,,,,,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A-Block Janakpuri, West Delhi, Service Lane, Block C3A, Block C3, Janakpuri, Delhi,"
28.6145392,77.02122,,Point,,node/8151144621,place_of_worship,,,,,माँ आदिशक्ति विंध्यवासिनी मंदिर,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RZ-24,Street No: 3, Police Colony, Nand Vihar, Sector 16A, Kakrola, Delhi,"
28.6144872,77.055361,,Point,,node/8151144622,place_of_worship,,,,,Laxmi Narayan Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane-2, Matiala Road, Uttam, Block A, Sanjay Enclave, Bindapur, New Delhi, Delhi"
28.6142529,77.0510727,,Point,,node/8151144623,place_of_worship,,,,,Santoshi Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nanhey Park, Om Vihar, Uttam Nagar, Delhi,"
28.6142329,77.1144294,,Point,,node/8151144624,place_of_worship,,,,,Shri Sanatan Dharam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"253, Maya Vihar, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi"
28.6141287,76.9732592,,Point,,node/8151144625,place_of_worship,,,,,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110043, Shiv Mandir Marg, Gopal Nagar II, Block RZ, Mayapuri Industrial Area Phase II, Najafgarh, New Delhi, Delhi"
28.6141158,77.004406,,Point,,node/8151144626,place_of_worship,,,,,Shri Shiv Shakti Durga Mata Mandir Shani Navagraha Dham,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80A, Sainik Enclave, Najafgarh Road, Masudabad Colony, Najafgarh, Sainik Enclave, Old Dharampura, Masudabad, Najafgarh, New Delhi, Delhi"
28.6140911,77.1151631,,Point,,node/8151144627,place_of_worship,,,,,Prachin Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-12, Maya Vihar, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi"
28.6139747,77.0651201,,Point,,node/8151144628,place_of_worship,,,,,Sita Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sector A Bhagat Enclave Bindapur नई दिल्ली Delhi Republic of, Uttam Vihar, Bhagat Enclave, Bindapur, Delhi,"
28.613939,77.209021,,Point,,node/8151144629,place_of_worship,,,,,Kalkaji Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rajpath, Rajpath Area, Raisina Hills, New Delhi, Delhi"
28.6137956,77.01885,,Point,,node/8151144630,place_of_worship,,,,,Jai Maa Kali Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New, Nand Vihar, Sector 16A, Dwarka, Delhi,"
28.6135188,77.2772858,,Point,,node/8151144631,place_of_worship,,,,,Swaminarayan Akshardham Yogi Hirdaya Kamal,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patparganj, New Delhi, Delhi"
28.6134288,77.0763633,,Point,,node/8151144632,place_of_worship,,,,,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chanakya Place, 40-feet road, Janakpuri, Old Janki Puri, Bindapur, New Delhi, Delhi"
28.6128413,77.0785241,,Point,,node/8151144633,place_of_worship,,,,,Santoshi Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CN-179, D Block, Sitapuri Part 2, Sitapuri, New Delhi, Delhi"
28.6127483,77.1081997,,Point,,node/8151144634,place_of_worship,,,,,Sanatan Dharam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block WZ, Lajwanti Garden, Janakpuri, Block WZ, Lajwanti Garden, Janakpuri, New Delhi, Delhi"
28.6126591,77.0746282,,Point,,node/8151144635,place_of_worship,,,,,MAA DURGA MANDIR,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"j j colonyBindapur, Anup Nagar, Uttam Nagar, Bindapur, New Delhi, Delhi"
28.6125567,77.053019,,Point,,node/8151144636,place_of_worship,,,,,Durga Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jain Colony Part 1, Om Vihar, Uttam Nagar, New Delhi, Delhi"
28.5149753,76.8960571,,Point,,node/8151144637,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daurala Village, Delhi,"
28.6125163,77.0632821,,Point,,node/8151144638,place_of_worship,,,,,Sankat Mochan Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sector V, Block C, Bhagwati Vihar, Uttam Nagar, Uttam Vihar, Sanjay Enclave, Bindapur, New Delhi, Delhi"
28.6120116,77.0568442,,Point,,node/8151144639,place_of_worship,,,,,Shiv Shakti Sanatan Dharam mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Som Bazar Rd, Block B, Vishwas Park, Matiala, Delhi,"
28.611855,77.066108,,Point,,node/8151144640,place_of_worship,,,,,Durga Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B Block, Uttam Vihar, Uttam Nagar, Bindapur, Delhi,"
28.6108692,76.9898182,,Point,,node/8151144641,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanuman Mandir wali Gali, Dharampura, Najafgarh, Delhi,"
28.6107178,76.972706,,Point,,node/8151144642,place_of_worship,,,,,Balaji Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Najafgarh Dhansa Rd, Gopal Nagar Extension, Najafgarh, Delhi,"
28.6106017,77.0330711,,Point,,node/8151144643,place_of_worship,,,,,Shani Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shiv Park, Kakrola, Delhi,"
28.5148604,77.2678137,,Point,,node/8151144644,place_of_worship,,,,,Balmiki Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tughlaqabad Village, Tughlakabad, New Delhi, Delhi"
28.4957859,77.3247921,,Point,,node/8151144645,place_of_worship,,,,,Prachin Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"मोलडबंद स्कूल रोड Harsh Vihar, Molarband, Harsh Vihar, Badarpur, New Delhi, Haryana"
28.610381,76.9819887,,Point,,node/8151144646,place_of_worship,,,,,Prachin Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Najafgarh, New Delhi, Delhi"
28.6103745,77.028453,,Point,,node/8151144647,place_of_worship,,,,,Lal Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suker Market, Ambika Enclave, Raju Parak Extension, Kakrola, Delhi,"
28.6103298,77.1072814,,Point,,node/8151144648,place_of_worship,,,,,Kali Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1391/27A, Pandit Vishnu Dutt Marg, RC Basti,Block WZ, Nangal Raya, Janakpuri, New Delhi, Delhi"
28.6103124,76.9828105,,Point,,node/8151144649,place_of_worship,,,,,Shree Khatu Shyam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Najafgarh, Delhi,"
28.6102472,77.2279846,,Point,,node/8151144650,place_of_worship,,,,,Shree Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/3, Jamnagar House, Shahjahan Road, Opp. Of SDM Office, UPSC, Man Singh Road Area, New Delhi, Delhi"
28.610141,77.076319,,Point,,node/8151144651,place_of_worship,,,,,Sai Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-143, 40 Feet Rd, New Jankipuri, Anup Nagar, Chanakya Place, Janakpuri, New Delhi, Delhi"
28.610066,77.1107378,,Point,,node/8151144652,place_of_worship,,,,,Vishwakarma Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1451, Nangal Raya, Janakpuri, New Delhi, Delhi"
28.6098253,77.1073743,,Point,,node/8151144653,place_of_worship,,,,,Shyam Mandir Nangal Raya D - Block Janakpuri,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1390G, Pandit Vishnu Dutt Marg, RC Basti,Block WZ, Nangal Raya, Janakpuri, New Delhi, Delhi"
28.6093415,77.0908633,,Point,,node/8151144654,place_of_worship,,,,,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", Shiv Block, Block H, Raghu Nagar, Dabri, New Delhi, Delhi"
28.6092531,77.0200221,,Point,,node/8151144655,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kakraula Village, Kakrola, Delhi,"
28.514118,77.3008789,,Point,,node/8151144656,place_of_worship,,,,,Chamunda Devi Temple (Chamunda Chowk),,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phase-1, Gautampuri Awas, Badarpur, New Delhi, Delhi"
28.6091321,77.0319727,,Point,,node/8151144657,place_of_worship,,,,,Vishwakarma Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, Old Palam Rd, Suraj Vihar, Dwarka, Delhi,"
28.6090332,77.098925,,Point,,node/8151144658,place_of_worship,,,,,Kali Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Sagarpur, New Delhi, 273-288, Pankha Rd, RWA Colony, Janakpuri, New Delhi, Delhi"
28.6089902,77.0941513,,Point,,node/8151144659,place_of_worship,,,,,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vashisht Park, Pankha Dabri Road, Block E, Raghu Nagar, Sagar Pur, New Delhi, Delhi"
28.608919,77.1036708,,Point,,node/8151144660,place_of_worship,,,,,Arya Samaj Mandir D Block Janak Puri,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60, D1-A Block, Janakpuri, New Delhi, Delhi"
28.6088113,77.1005454,,Point,,node/8151144661,place_of_worship,,,,,Shiv Hanuman Durga Mandir Sagarpur,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RZ-39, Vashisht Park, Pankha Road, Opp. Sagarpur bus stand, New Delhi Vashist Park, 110058, Vashist Park, Sagar Pur, New Delhi, Delhi"
28.6086459,77.1110167,,Point,,node/8151144662,place_of_worship,,,,,Shiv Mandir Nangal Raya,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1552, Aryasamaj Marg, Tara Basti, Nangal Raya, Janakpuri, New Delhi, Delhi"
28.6086041,77.2470671,,Point,,node/8151144663,place_of_worship,,,,,Shri Baba Dudhia Bhairav Nath Ji Pandvon Kalin Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pragati Maidan, New Delhi, Delhi"
28.608244,77.058059,,Point,,node/8151144664,place_of_worship,,,,,Shri Baba Balak Nath,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gali Number 8, Vishwas Park Extention, Raja Puri, Matiala, New Delhi, Delhi"
28.513601,77.303304,,Point,,node/8151144665,place_of_worship,,,,,Purana Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No. 240, Pushpa Road, Saritha Vihar, Gautampuri Awas, Badarpur, New Delhi, Delhi"
