latitude,longitude,altitude,geometry,coordinates,@id,amenity,type,addr:city,addr:street,building,name,name:de,name:en,name:es,name:fa,name:hi,name:ru,name:zh,opening_hours,phone,religion,tourism,website,wikidata,wikipedia,access,addr:postcode,castle_type,height,historic,name:ar,name:he,name:ml,name:ta,old_name,barrier,denomination,krishna,alt_name,name:fr,name:it,name:pt,name:uk,start_date,source,building:levels,building:material,building:colour,historic:civilization,landuse,operator,area,building:height,min_height,fixme,leisure,man_made,note,material,addr:housename,natural,name:ur,place_of_worship,addr:country,heritage:operator,is_in:city,is_in:continent,is_in:country,is_in:country_code,is_in:iso_3166_2,name:az,name:bn,name:el,name:ja,name:ka,name:ko,name:th,ref:whc,whc:criteria,whc:inscription_date,wikipedia:en,addr:housenumber,addr:state,name:cs,name:id,name:vi,short_name:zh,int_name,description,name:be,name:gu,name:mr,name:ne,name:nl,name:sa,name:te,wheelchair,length,name:pa,width,cemetery,memorial,roof:shape,addr:suburb,service_times,tomb,bicycle,opening_hours:covid19,created_by,is_in,name:ca,url,wikimedia_commons,addr:place,addr:unit,level,addr:district,addr:subdistrict,inscription,addr:full
,,,Polygon,"77.2456948,28.6069359,77.2456664,28.6069862,77.2454858,28.6068868,77.2453021,28.6067857,77.2453341,28.6067502,77.2453835,28.6067179,77.2454495,28.6067313,77.2454955,28.6067757,77.2454817,28.6068161,77.2455829,28.6068673,77.2456228,28.6068458,77.2456764,28.6068538,77.2457102,28.6068834,77.2457056,28.6069131,77.2456948,28.6069359",way/370944282,,,,,yes,Humayun Darwaza,,,,,,,,,,,,,,,,,,,city_gate,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2424118,28.6086551,77.2425229,28.6087391,77.2423539,28.6089253,77.2422205,28.6090722,77.242111,28.6089883,77.2420928,28.6089391,77.2421035,28.6088893,77.2421296,28.6088597,77.2421741,28.6088489,77.2422231,28.6088664,77.2423105,28.6087749,77.2422845,28.6087291,77.2422983,28.608678,77.2423566,28.6086497,77.2424118,28.6086551",way/370944284,,,,,yes,Sher Shah Suri Gate,,,,,,,,,,,,,Q29860622,,permissive,,,,city_gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2415049,28.6115738,77.2416455,28.6115061,77.2418711,28.6118288,77.2417608,28.6118899,77.2416979,28.6119203,77.241648,28.611928,77.2415982,28.6119051,77.2415765,28.6118613,77.2415873,28.6118232,77.2416329,28.6117795,77.2415938,28.6117185,77.2415223,28.6117452,77.2414594,28.611709,77.2414377,28.6116557,77.2414637,28.6116119,77.2415049,28.6115738",way/370944286,,,,,yes,,,,,,,,,,,,,,,,,,,,city_gate,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2416455,28.6115061,77.2415049,28.6115738,77.241082,28.6109608,77.2409714,28.6109532,77.2409064,28.6109399,77.2408457,28.6108904,77.240837,28.6107933,77.2409085,28.610721,77.2410018,28.6106962,77.2410994,28.6106905,77.2412815,28.6101822,77.2412273,28.6101346,77.2412338,28.6100813,77.2412729,28.6100489,77.2413531,28.6100489,77.2416719,28.609512,77.2416567,28.6094721,77.2416719,28.6094359,77.241737,28.6094035,77.2417847,28.609413,77.242111,28.6089883,77.2422205,28.6090722,77.2418757,28.6095063,77.2417131,28.6096529,77.2411861,28.6107704,77.2411883,28.6108276,77.2416455,28.6115061",way/370944288,,,,,yes,,,,,,,,,,,,,,,,,,,,citywalls,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2424118,28.6086551,77.2428043,28.6081556,77.2427951,28.6081274,77.2427951,28.6080802,77.2428334,28.6080452,77.2428749,28.6080412,77.2429209,28.6080533,77.2433701,28.6075687,77.2433456,28.6075269,77.2433655,28.6074771,77.2434177,28.6074637,77.243479,28.6074798,77.2438817,28.606975,77.2438593,28.6069508,77.243847,28.6069117,77.2438716,28.606874,77.2439237,28.6068619,77.2439621,28.6068754,77.2441568,28.6065913,77.2443849,28.6063342,77.2444788,28.6062682,77.2445877,28.6062628,77.2447518,28.6063921,77.2453341,28.6067502,77.2453021,28.6067857,77.2448055,28.6064925,77.2447817,28.6065192,77.2446993,28.6064735,77.2446711,28.6064849,77.2445279,28.6064107,77.2442612,28.6067286,77.2442113,28.6066962,77.2440357,28.6069266,77.2440747,28.606959,77.2435716,28.6075777,77.2429882,28.6081984,77.2425229,28.6087391,77.2424118,28.6086551",way/370944290,,,,,yes,,,,,,,,,,,,,,,,,,,,citywalls,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2774705,28.612696,77.277429,28.6127584,77.2773814,28.612734,77.2773522,28.6127778,77.2772819,28.6127417,77.2772386,28.6128067,77.2770608,28.6127156,77.277104,28.6126506,77.2770311,28.6126133,77.2770602,28.6125695,77.2770242,28.612551,77.2770657,28.6124886,77.2769876,28.6124487,77.2770883,28.6122973,77.2771663,28.6123373,77.2772048,28.6122794,77.2772408,28.6122978,77.2772632,28.612264,77.2773362,28.6123014,77.2773883,28.612223,77.2775661,28.6123142,77.277514,28.6123925,77.2775844,28.6124286,77.2775619,28.6124624,77.2776096,28.6124868,77.2775711,28.6125447,77.2777308,28.6126265,77.2776301,28.6127779,77.2774705,28.612696",way/400921719,place_of_worship,,Delhi,,temple,Swaminarayan's Akshardham Temple,,Akshardham,,,"अक्षरधाम मंदिर, दिल्ली",Акшардхам,斯瓦米纳拉扬阿克萨达姆神庙,Tu-Su 09:30-18:30,,hindu,,https://akshardham.com/,Q1849858,en:Akshardham (Delhi),,,,43,,,,അക്ഷർധാം അമ്പലം,அக்சரதாம்,,,hindu,,,,,Templo de Akshardham,,2005-11-06,,,,,,,,,,,,,,,,,,,,IN,,Delhi,Asia,India,IN,IN-DL,,অক্ষরধাম,,アークシャルダーム寺院,,,,,,,,,,,,,,,,,અક્ષરધામ,,,,,అక్షరధామ్,,110,"ਅਖ਼ਸ਼ਰਧਾਮ ਮੰਦਿਰ, ਦਿੱਲੀ",96,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2761738,28.6136766,77.2763803,28.6137829,77.2762849,28.6139258,77.2760784,28.6138195,77.2761738,28.6136766",way/400921722,place_of_worship,,,,temple,,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2861925,28.5691039,77.2861313,28.5689806,77.2864061,28.5688834,77.2864792,28.5690188,77.2864891,28.5690327,77.2862044,28.5691265,77.2861925,28.5691039",way/401126759,place_of_worship,,New Delhi,"Jogabai Extn, Okhla",yes,Hari Masjid,,,,,,,,,,muslim,,,,,,110025,,,,,,,,,,sunni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2506137,28.5918152,77.2506149,28.5916949,77.2509183,28.5916973,77.2509171,28.5918176,77.2506137,28.5918152",way/403809791,,,,,yes,,,,,,,,,,,,,,,,,,,,city_gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2466971,28.5936648,77.2467648,28.5936674,77.2468267,28.5936698,77.246821,28.5937811,77.2466915,28.593776,77.2466971,28.5936648",way/403809792,,,,,yes,Bhualima's Tomb,,,,,,,,,,,,,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2454265,28.592269,77.245463,28.5920225,77.245538,28.5920311,77.2455707,28.5920348,77.2455528,28.5921562,77.2455343,28.5922813,77.2455012,28.5922775,77.2454265,28.592269",way/403809796,,,,,yes,Mosque,,,,,मस्जिद,,,,,,,,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2141739,28.7143899,77.214638,28.7142117,77.2146571,28.714585,77.2141739,28.7145245,77.2141739,28.7143899",way/421824883,place_of_worship,,New Delhi,"Dr. Mukherjee Nagar, Near Batra Cinema",yes,Gurdwara,,,,,,,,,,sikh,,,,,,110009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0886423,28.6619997,77.0885939,28.6616701,77.0888116,28.6616455,77.08886,28.6619751,77.0886423,28.6619997",way/428181215,place_of_worship,,,,yes,Gurudwara Sunder Vihar,,,,,,,,,,sikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0887402,28.6639617,77.0887149,28.6638199,77.0889394,28.6637891,77.0889647,28.6639309,77.0887402,28.6639617",way/428222118,place_of_worship,,,,yes,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0909398,28.6636733,77.0908899,28.6633275,77.0910893,28.6633053,77.0911393,28.6636511,77.0909398,28.6636733",way/428222119,place_of_worship,,,,yes,Sanatan Dharam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"76.9292905,28.5487875,76.930372,28.5487302,76.9308525,28.5493798,76.9306923,28.5499164,76.9286618,28.5513874,76.92864,28.550427,76.9292965,28.550401,76.9292905,28.5487875",way/428350052,place_of_worship,,,,,Devta Wala Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2493799,28.5942546,77.2493798,28.5942243,77.2493977,28.5942242,77.2493979,28.5942546,77.2493799,28.5942546",way/432131633,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2495209,28.5942582,77.2495208,28.5942278,77.2495388,28.5942277,77.2495389,28.5942581,77.2495209,28.5942582",way/432131635,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2494016,28.5942545,77.2494015,28.5942241,77.2494195,28.5942241,77.2494196,28.5942544,77.2494016,28.5942545",way/432131636,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2493587,28.5942546,77.2493586,28.5942243,77.2493766,28.5942242,77.2493767,28.5942546,77.2493587,28.5942546",way/432131637,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2494778,28.594258,77.2494777,28.5942277,77.2494957,28.5942276,77.2494958,28.594258,77.2494778,28.594258",way/432131639,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.249423,28.5942547,77.2494229,28.5942244,77.2494408,28.5942243,77.2494409,28.5942547,77.249423,28.5942547",way/432131640,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2494996,28.5942579,77.2494995,28.5942275,77.2495174,28.5942275,77.2495175,28.5942579,77.2494996,28.5942579",way/432131641,,,,,,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grave,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.130393,28.6844022,77.1303005,28.6844429,77.1302591,28.6843705,77.1303515,28.6843298,77.130393,28.6844022",way/436888038,place_of_worship,,,,,,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.133487,28.6842072,77.1334736,28.6840131,77.1337794,28.6840048,77.1337834,28.6840884,77.1337981,28.6841343,77.133487,28.6842072",way/436888039,place_of_worship,,,,,,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1331195,28.6875108,77.1331529,28.687558,77.1330793,28.6875981,77.1330459,28.687551,77.1331195,28.6875108",way/436888040,place_of_worship,,,,yes,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,shaivism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1334937,28.6904838,77.1334226,28.6905132,77.1333526,28.690383,77.1334237,28.6903536,77.1334937,28.6904838",way/436888041,place_of_worship,,,,yes,,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1299137,28.684801,77.129998,28.6849532,77.129882,28.6850022,77.1298494,28.684943,77.129742,28.6849885,77.1296876,28.6848897,77.1299137,28.684801",way/436891976,place_of_worship,,,,,Gurudwara,,,,,,,,,,sikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.132645,28.6855375,77.1326913,28.685665,77.1325988,28.6856908,77.1325525,28.6855634,77.132645,28.6855375",way/437422039,place_of_worship,,,,yes,Krishna Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,vaishnavism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2651439,28.5125476,77.2649683,28.512294,77.2655718,28.5119793,77.265733,28.5123068,77.2651439,28.5125476",way/461566875,place_of_worship,,,,,shiva temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2652226,28.5149581,77.2650908,28.5147448,77.2655036,28.5146472,77.2655764,28.5149063,77.2655313,28.5149094,77.2652226,28.5149581",way/461570591,place_of_worship,,,,yes,bhumiya temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2411126,28.6359838,77.2409704,28.6360285,77.2409241,28.6359151,77.2410663,28.6358704,77.2411126,28.6359838",way/464253914,,,,,,Khooni Darwaza,,,,,,,,,,,,,Q3535259,en:Khooni Darwaza,,,,,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2296082,28.6672872,77.2296323,28.6672448,77.2317888,28.6681839,77.2317673,28.6682309,77.2302706,28.6675767,77.2296082,28.6672872",way/464312291,,,,,yes,,,,,,,,,,,,,,,,,,,,ruins,,,,,,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2861376,28.6333307,77.2861515,28.6332044,77.2861603,28.6331257,77.2865514,28.633442,77.2861376,28.6333307",way/471699824,place_of_worship,,,,yes,Shree Sanatam Dharam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.185732,28.52415,77.1857123,28.5242976,77.1856327,28.5242893,77.1855491,28.5242807,77.1855688,28.5241332,77.185654,28.5241419,77.185732,28.52415",way/476004361,,,,,,Ala'i Darwaza,,,,,,,,,,,,,Q61638119,en:Alai Darwaza,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.1853946,28.5257435,77.1854348,28.5257568,77.1854573,28.5257738,77.1854774,28.5258044,77.1854824,28.5258446,77.1854683,28.5258811,77.1854387,28.5259092,77.1853857,28.5259256,77.1853394,28.5259191,77.1853027,28.5258969,77.1852828,28.5258702,77.1852748,28.5258421,77.1852845,28.5257949,77.1853214,28.5257576,77.1853531,28.5257453,77.1853946,28.5257435",way/476004365,,,,,,Alai Minar,,,,,,,,,,,,,Q62915972,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2869688,28.6290571,77.286801,28.6291488,77.2865701,28.62888,77.2867056,28.6288029,77.2869688,28.6290571",way/479651140,place_of_worship,,,,yes,Madhuban Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2249412,28.6263733,77.2249412,28.6257635,77.2250834,28.6257635,77.2250786,28.6263716,77.2250424,28.6264139,77.2250103,28.6264215,77.2249787,28.6264133,77.2249412,28.6263733",way/500411689,,,,,yes,Agrasen ki Baoli,Agrasen Ki Baoli,,,,अग्रसेन की बावली,Аграсен ки Баоли (ступенчатый колодец),阿格拉森階梯水井,,,,,,Q4693773,en:Agrasen ki Baoli,,,,,archaeological_site,,,,,,,,,Ugrasen ki Baoli,,,,,,,,,,,,,,,,,,water_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2165153,28.6266033,77.2164948,28.6265824,77.2164837,28.6265567,77.2164843,28.6265248,77.2164963,28.6264994,77.2165174,28.6264791,77.2165378,28.6264688,77.2165684,28.6264628,77.2166025,28.6264673,77.2166298,28.6264808,77.2166485,28.6264994,77.2166605,28.6265248,77.2166596,28.6265626,77.2166463,28.6265875,77.2166171,28.6266108,77.2165876,28.62662,77.2165426,28.6266167,77.2165153,28.6266033",way/500413797,,,,,,Ram Yantra,,,,,राम यंत्र,,,,,,,,,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2164632,28.6263022,77.2164604,28.6262791,77.2164671,28.6262518,77.2164762,28.6262369,77.2164983,28.626217,77.2165343,28.6262033,77.216566,28.6262028,77.2165998,28.6262138,77.2166235,28.6262324,77.21664,28.626261,77.2166429,28.6262887,77.2166392,28.6263054,77.2166249,28.6263302,77.2165942,28.6263532,77.2165614,28.6263619,77.2165297,28.62636,77.2165003,28.6263484,77.2164764,28.6263276,77.2164632,28.6263022",way/500413800,,,,,,,,,,,,,,,,,,,,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2840871,28.6201168,77.2841674,28.6199847,77.2842758,28.6198133,77.2846739,28.6199832,77.2845818,28.6201556,77.2844886,28.6202881,77.2840871,28.6201168",way/504034449,place_of_worship,,,,yes,Pandav Nagar Gurudwara,,,,,,,,,,sikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2221653,28.5359223,77.2222319,28.5359373,77.2222251,28.5359574,77.2221735,28.5359431,77.2221653,28.5359223",way/507527932,place_of_worship,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2000021,28.6738823,77.1999917,28.6734575,77.2002878,28.6734536,77.2005504,28.6734496,77.2005587,28.6738738,77.200294,28.6738778,77.2000021,28.6738823",way/510048484,,,,,,Tomb Premesis,,,,,,,,,,,,,,,,,,,monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2507697,28.5932921,77.2507589,28.5933342,77.2507305,28.5933695,77.2506889,28.5933925,77.2506404,28.5933998,77.2505925,28.5933903,77.2505523,28.5933654,77.2505261,28.5933288,77.2505178,28.5932863,77.2505287,28.5932442,77.2505571,28.5932089,77.2505986,28.5931859,77.2506471,28.5931786,77.2506951,28.5931882,77.2507352,28.5932131,77.2507614,28.5932496,77.2507697,28.5932921",way/512999056,,building,,,yes,,,,,,,,,,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dome,,,,,,,,,,,,,,,,,
,,,Polygon,"77.0931289,28.5766725,77.0936548,28.576628,77.093669,28.5768659,77.0931606,28.5769591,77.0931289,28.5766725",way/532898611,place_of_worship,,Delhi Cantonment,,yes,,,,,,,,,,,hindu,,,,,,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Pinto Park,,,,,,,,,,,,,,,,
,,,Polygon,"77.0952063,28.5731892,77.0956302,28.5731428,77.0956867,28.573496,77.0956949,28.5735472,77.0954297,28.5735799,77.0954446,28.573676,77.0952899,28.5736945,77.0952063,28.5731892",way/532898615,place_of_worship,,Delhi Cantonment,,yes,,,,,,,,,,,hindu,,,,,,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Pinto Park,,,,,,,,,,,,,,,,
,,,Polygon,"77.0974055,28.5759377,77.0973707,28.5756927,77.0978762,28.5756303,77.0979992,28.5757136,77.0981981,28.5758482,77.0974055,28.5759377",way/532898624,place_of_worship,,Delhi Cantonment,,,Gurdwara,,,,,,,,,,sikh,,,,,,110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Pinto Park,,,,,,,,,,,,,,,,
,,,Polygon,"77.0995421,28.5771956,77.0995735,28.5771632,77.0995844,28.577152,77.0996642,28.577054,77.099757,28.5771234,77.0996581,28.5772299,77.0995931,28.5772699,77.0995421,28.5771956",way/532898639,place_of_worship,,,,yes,,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.244193,28.60913,77.2442547,28.6090994,77.2444076,28.6093183,77.2443499,28.6093501,77.244193,28.60913",way/545405140,,,,,,Purana Qila Baoli,,,,,,,,,,,,,,,,,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stepwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2031714,28.5300196,77.2031628,28.5301554,77.2030478,28.5301573,77.2030517,28.5300906,77.2030543,28.5300265,77.2031714,28.5300196",way/546538419,place_of_worship,,New Delhi,Geetanjali Enclave,yes,Ram Mandir,,,,,,,,,,hindu,,,,,,110017,,,,,,,,,,Rama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D Block,,,,,,,,,,,,,,,,,,,,,,,8AM-8PM,,,,,,,,,,,,,,,
,,,Polygon,"77.321029,28.6968274,77.3207125,28.6968779,77.3207165,28.6967109,77.3209955,28.6966638,77.321029,28.6968274",way/549632123,place_of_worship,,,,mosque,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"77.2158408,28.5450422,77.215755,28.5447901,77.2161278,28.5447099,77.2162083,28.5449786,77.2159933,28.5450158,77.2158408,28.5450422",way/551684024,place_of_worship,,,,,Muktidham,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
